run,villages-point-mean,population-point-var,population-stability-mean-5-mean,population-stability-var-5-var,population-stability-mean-10-mean,population-stability-var-10-var,population-stability-mean-100-mean,population-stability-var-100-var,population-trend-5-mean,population-trend-10-var,population-trend-100-mean,matrilocal-point-var,matrilocal-stability-mean-5-mean,matrilocal-stability-var-5-var,matrilocal-stability-mean-10-mean,matrilocal-stability-var-10-var,matrilocal-stability-mean-100-mean,matrilocal-stability-var-100-var,population-point-mean,population-stability-var-5-mean,population-stability-var-10-mean,population-stability-var-100-mean,population-trend-10-mean,matrilocal-point-mean,matrilocal-stability-var-5-mean,matrilocal-stability-var-10-mean,matrilocal-stability-var-100-mean,villages-point-var,population-stability-mean-5-var,population-stability-mean-10-var,population-stability-mean-100-var,population-trend-5-var,population-trend-100-var,matrilocal-stability-mean-5-var,matrilocal-stability-mean-10-var,matrilocal-stability-mean-100-var
1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,30,7184.62244897959,11432.92,152576.291428571,11434.194,562997.426869287,11441.5296,8779272.68411364,1.00009930134481,3.77158480042487e-05,1.00033611813219,0.00413163265306122,0.08736,4.16546979591837e-07,0.09372,1.23489387956664e-06,0.086384,1.16072443826998e-06,11432.9,374,788.139333333333,5173.42841212121,0.999163634087554,0.085,0.0008386,0.00133253333333333,0.00269127434343434,0,6956.54040816326,6184.9336367347,1916.42101616326,1.48850191909468e-05,0.000115242386936008,0.00350096979591837,0.00309355265306123,0.000322288718367347
1489,30,9127.15306122449,14354.404,268753.705714286,14347.402,2953068.81651746,14346.138,8987679.78203126,1.00085509324948,4.09815807919428e-05,1.0020864370477,0.00266485714285714,0.06188,4.8614106122449e-07,0.06008,7.25743766187957e-07,0.066218,1.43959769171497e-06,14358.5,557.52,1504.82644444444,5942.32966464647,1.00132519476495,0.0662,0.0006876,0.000893644444444445,0.00233409555555556,0,8937.02937142856,8296.78836326531,1220.98100816327,1.44368320563544e-05,6.39892054595305e-05,0.00205427102040816,0.00140787102040816,0.000616001914285714
1490,30,11038.3367346939,16355.24,588269.916020408,16357.19,9172002.24512315,16359.591,15279641.0660029,0.999779944244738,4.93716911684958e-05,0.998968639820638,0.00276836734693878,0.05144,3.09086734693878e-07,0.04986,2.1976311866969e-07,0.050554,6.4248176921243e-07,16353.3,542.11,2056.198,6080.76987272727,0.999548835676338,0.053,0.000631,0.000754911111111111,0.00170238080808081,0,10327.8759183673,8359.10581632649,1242.9040255102,1.11507686227108e-05,7.17498604233161e-05,0.00205257795918367,0.00167628612244898,0.000478649065306123
