run,villages-point-mean,population-point-var,population-stability-mean-5-mean,population-stability-var-5-var,population-stability-mean-10-mean,population-stability-var-10-var,population-stability-mean-100-mean,population-stability-var-100-var,population-trend-5-mean,population-trend-10-var,population-trend-100-mean,matrilocal-point-var,matrilocal-stability-mean-5-mean,matrilocal-stability-var-5-var,matrilocal-stability-mean-10-mean,matrilocal-stability-var-10-var,matrilocal-stability-mean-100-mean,matrilocal-stability-var-100-var,population-point-mean,population-stability-var-5-mean,population-stability-var-10-mean,population-stability-var-100-mean,population-trend-10-mean,matrilocal-point-mean,matrilocal-stability-var-5-mean,matrilocal-stability-var-10-mean,matrilocal-stability-var-100-mean,villages-point-var,population-stability-mean-5-var,population-stability-mean-10-var,population-stability-mean-100-var,population-trend-5-var,population-trend-100-var,matrilocal-stability-mean-5-var,matrilocal-stability-mean-10-var,matrilocal-stability-mean-100-var,growth_rate,warfare_pressure,carrying_capacity,yearly_warfare_mortality,sizeX,allow_matrilocal,matrilocal_pressure,change_residence_pause,sizeY,newborn_male_bias,preferred_marriage_weight
1,0,0,0,0,0,0,6.67,123225.874736448,0,0,0,0,0,0,0,0,0.080084,0.000437180363837132,0,0,0,710.515498989899,0,0,0,0,0.0673242509090909,0,0,0,5.25546530612245,0,0,0,0,0.000623820963265306,0.4,100,500,0.005,1,1,0,0,10,116,0.5
2,0,0,0,0,0.178,201.290965432099,393.7154,227415900.146068,0,0,0,0,0,0,0.01,0.00154320987654321,0.60282,0.000395761985304136,0,0,2.00644444444444,147234.50539596,0,0,0,0.00555555555555556,0.186653168888889,0,0,1.5842,1977.50659269388,0,0,0,0.005,0.0056484187755102,0.5,100,500,0.005,1,1,0,0,10,116,0.5
3,10,1151.12204081633,1611.864,1850.89234693878,1614.15,11715.0987221466,1660.2818,2405665.36296449,0.997460471284091,0.000226274249312397,0.873382599843664,0.000751020408163265,0.992,0,0.991,1.54320987654321e-07,0.7947,0.000566726880314587,1610.02,52.39,122.267333333333,3613.70753737374,0.995217262979239,0.992,0,5.55555555555555e-05,0.0670934747474748,0,1111.91582040816,1012.39071428571,493.053802816327,8.17130506297426e-05,0.000439876934665973,0.000751020408163265,0.00078469387755102,0.00564017346938776,0.6,100,500,0.005,1,1,0,0,10,116,0.5
4,10,718.155510204082,2223.852,2784.80983265306,2225.216,8029.42287205845,2233.2704,246296.701611542,0.997623736869918,0.000122561719733547,0.95686775425437,0.00269795918367347,0.9656,7.99999999999999e-08,0.9632,3.91111111111111e-07,0.701,0.000397235752060285,2220.74,51.142,102.378222222222,865.329591919192,0.99627704879284,0.966,4e-05,0.000173333333333333,0.0733042828282828,0,649.694383673469,594.160146938776,162.650395755103,4.48927324709754e-05,0.000381337767104044,0.00267820408163265,0.00262220408163265,0.00482424489795919,0.7,100,500,0.005,1,1,0,0,10,116,0.5
5,10,595.113877551021,2611.056,4734.12773877551,2610.014,18130.4825824641,2609.0568,50214.3082707373,1.00057962658329,0.000145907439962472,0.981456859524784,0.00653061224489796,0.9364,4.60816326530612e-07,0.9316,9.99868984630889e-07,0.6523,0.000733952081236609,2611.78,68.896,161.911333333333,595.17614949495,1.00193831561661,0.94,0.00022,0.000391111111111111,0.0751216363636364,0,461.559248979592,350.793473469389,93.5795773061225,4.75610302801179e-05,0.000275436013833914,0.00642759183673469,0.00682595918367347,0.0085105,0.8,100,500,0.005,1,1,0,0,10,116,0.5
6,0,0,0,0,0,0,3.7222,33921.4767052541,0,0,0,0,0,0,0,0,0.055506,6.42765367263161e-05,0,0,0,353.213206060606,0,0,0,0,0.0514365634343434,0,0,0,1.45872771428571,0,0,0,0,7.70879224489796e-05,0.4,200,500,0.005,1,1,0,0,10,116,0.5
7,0,0,0,0,0,0,135.0588,98228145.252169,0,0,0,0,0,0,0,0,0.198888,0.000232242537548674,0,0,0,89130.0669616162,0,0,0,0,0.141222204444444,0,0,0,133.961888326531,0,0,0,0,0.000481368424489796,0.5,200,500,0.005,1,1,0,0,10,116,0.5
8,0,0,0,0,0,0,578.7586,481796493.882453,0,0,0,0,0,0,0,0,0.525136,0.000229595084925195,0,0,0,401901.094963636,0,0,0,0,0.207485294949495,0,0,0,2303.05746126531,0,0,0,0,0.00350728520816327,0.6,200,500,0.005,1,1,0,0,10,116,0.5
9,9.98,4861.17387755102,1781.492,19755.1776163265,1786.23,74696.4027826153,1904.9158,24597191.0571959,0.996470775883649,0.000375178310195834,0.775831655335563,0,1,0,1,0,0.8717,0.000255483058405535,1779.36,103.244,240.917111111111,15888.9970969697,0.991204644760509,1,0,0,0.0528916565656566,0.02,4610.6925877551,4161.21602040816,1133.20406567347,0.000153720483955636,0.000721102724822116,0,0,0.00144323469387755,0.7,200,500,0.005,1,1,0,0,10,116,0.5
10,10,882.010204081633,2420.604,5373.01935102041,2419.534,35393.5947455279,2438.6276,748405.165601331,1.00033204262607,0.000190355893790969,0.917978402368339,2e-04,0.998,0,0.998,0,0.83948,0.000423397923993595,2420.9,70.606,198.612222222222,2465.48349090909,1.00098742095829,0.998,0,0,0.0609622222222222,0,893.161616326531,885.005963265306,185.051696163266,5.59139790474261e-05,0.000211228014531917,2e-04,2e-04,0.00300890775510204,0.8,200,500,0.005,1,1,0,0,10,116,0.5
