run,villages-point-mean,population-point-var,population-stability-mean-5-mean,population-stability-var-5-var,population-stability-mean-10-mean,population-stability-var-10-var,population-stability-mean-100-mean,population-stability-var-100-var,population-trend-5-mean,population-trend-10-var,population-trend-100-mean,matrilocal-point-var,matrilocal-stability-mean-5-mean,matrilocal-stability-var-5-var,matrilocal-stability-mean-10-mean,matrilocal-stability-var-10-var,matrilocal-stability-mean-100-mean,matrilocal-stability-var-100-var,population-point-mean,population-stability-var-5-mean,population-stability-var-10-mean,population-stability-var-100-mean,population-trend-10-mean,matrilocal-point-mean,matrilocal-stability-var-5-mean,matrilocal-stability-var-10-mean,matrilocal-stability-var-100-mean,villages-point-var,population-stability-mean-5-var,population-stability-mean-10-var,population-stability-mean-100-var,population-trend-5-var,population-trend-100-var,matrilocal-stability-mean-5-var,matrilocal-stability-mean-10-var,matrilocal-stability-mean-100-var,growth_rate,warfare_pressure,carrying_capacity,yearly_warfare_mortality,sizeX,allow_matrilocal,matrilocal_pressure,change_residence_pause,sizeY,newborn_male_bias,preferred_marriage_weight
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,100,500,0.005,1,1,0,0,10,116,0.5
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,100,500,0.005,1,1,0,0,10,116,0.5
3,9.94,3508.02285714286,1605.424,1974.49291428571,1606.038,19816.7137409423,1603.6442,139539.862006729,1.00094187251908,0.000292298994652214,1.00369322288569,0,1,0,1,0,1,0,1606.24,42.888,120.984666666667,692.125634343434,0.999124398667374,1,0,0,0,0.0575510204081633,3535.07533061224,3450.87587346939,2334.55880444898,7.61309747087974e-05,0.000706298848645019,0,0,0,0.6,100,500,0.005,1,1,0,0,10,116,0.5
4,10,674.607755102041,2231.852,2654.62661632653,2231.534,10892.3692328042,2226.725,82755.1028399186,1.00013407618483,0.000126082316018463,1.00127575566394,0,1,0,1,0,1,0,2232.38,49.646,109.747777777778,552.404838383838,1.00062621993772,1,0,0,0,0,616.77683265306,520.987595918368,174.364678571428,4.30627847893614e-05,0.000179772113922864,0,0,0,0.7,100,500,0.005,1,1,0,0,10,116,0.5
5,10,878.656734693878,2609.144,4212.84222040816,2609.406,12551.3607804989,2608.1544,76130.0171663236,1.00064846471371,9.64610209959166e-05,0.999919833791921,0,1,0,1,0,1,0,2609.42,63.168,120.906888888889,598.723446464647,0.999318275876535,1,0,0,0,0,805.776391836734,761.441799999998,99.8526006530612,4.85535487818465e-05,0.000230347853328472,0,0,0,0.8,100,500,0.005,1,1,0,0,10,116,0.5
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,200,500,0.005,1,1,0,0,10,116,0.5
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,200,500,0.005,1,1,0,0,10,116,0.5
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,200,500,0.005,1,1,0,0,10,116,0.5
9,7.36,155754.336734694,1241.856,15648.3912816327,1246.484,87915.7799619048,1306.4632,98486810.9297888,0.954787321234684,0.0391782470738207,0.868963170234721,0.0391836734693878,0.96,0,0.96,0,0.9774,0.000261026629935721,1239.1,96.988,229.763111111111,5341.56391515152,0.948597504198802,0.96,0,0,0.00228484848484849,4.8065306122449,154591.433534694,154868.113208163,133418.645683429,0.0390593805225253,0.0430597299412942,0.0391836734693878,0.0391836734693878,0.0202318775510204,0.7,200,500,0.005,1,1,0,0,10,116,0.5
10,10,850.814693877551,2420.816,7752.49690204082,2424.116,116649.440099572,2420.9922,228758.384312332,0.997674238744822,0.000184297483659564,1.00002907466952,0,1,0,1,0,1,0,2418.04,90.706,231.126222222222,639.333387878788,0.995543662939701,1,0,0,0,0,635.87892244898,560.682595918368,227.309882816327,6.66314504119263e-05,0.000343515537464732,0,0,0,0.8,200,500,0.005,1,1,0,0,10,116,0.5
