run,villages-point-mean,population-point-var,population-stability-mean-5-mean,population-stability-var-5-var,population-stability-mean-10-mean,population-stability-var-10-var,population-stability-mean-100-mean,population-stability-var-100-var,population-trend-5-mean,population-trend-10-var,population-trend-100-mean,matrilocal-point-var,matrilocal-stability-mean-5-mean,matrilocal-stability-var-5-var,matrilocal-stability-mean-10-mean,matrilocal-stability-var-10-var,matrilocal-stability-mean-100-mean,matrilocal-stability-var-100-var,population-point-mean,population-stability-var-5-mean,population-stability-var-10-mean,population-stability-var-100-mean,population-trend-10-mean,matrilocal-point-mean,matrilocal-stability-var-5-mean,matrilocal-stability-var-10-mean,matrilocal-stability-var-100-mean,villages-point-var,population-stability-mean-5-var,population-stability-mean-10-var,population-stability-mean-100-var,population-trend-5-var,population-trend-100-var,matrilocal-stability-mean-5-var,matrilocal-stability-mean-10-var,matrilocal-stability-mean-100-var
1,0.44,110.277959183673,21.552,61738.5648979592,65.698,1597376.66220816,517.9354,63472309.437585,0.104829114242978,0.00348371762716221,0.00461295842586973,0.228979591836735,0.65924,0.0177937439824082,0.72684,0.00545844548820156,0.072684,0.000207469647732444,6.26,319.5,3044.61622222222,109295.135638384,0.0355354320772337,0.34,0.1686818,0.124465377777778,0.0613822307070707,0.455510204081633,235.297240816327,467.134893877551,427.363413102041,0.0268494669709065,5.97018949935764e-05,0.083575492244898,0.0229007902040816,0.000229007902040816
2,10,2009.26530612245,1008.34,48392.5153632653,1047.202,379673.205277148,1254.5268,17886516.9661865,0.947102110434173,0.000240907984904495,0.575427424870258,0.0222408163265306,0.418,5.2414693877551e-05,0.288,0.000292988581506677,0.0288,4.34181710171182e-05,981,495.712,2299.52777777778,23620.8207838384,0.873407025814422,0.502,0.00844,0.0298977777777778,0.0111554343434343,0,2031.18244897959,2085.15326122449,640.666842612245,0.000139771929156203,0.000684744258183333,0.0171469387755102,0.010069387755102,0.00010069387755102
3,10,1386.3106122449,1762.94,13615.8604938776,1787.328,326903.227544671,1881.6258,1194561.30281472,0.986326959967079,0.000196155513212489,0.854538157567528,0.027465306122449,0.3048,9.3585306122449e-05,0.213,0.000180876034265558,0.0213,3.58980777592457e-05,1750.66,137.654,1070.59466666667,3566.02800606061,0.949504188608202,0.378,0.00708,0.0181088888888889,0.00691189898989899,0,1341.0012244898,1247.18899591837,431.962906489796,8.31775207536273e-05,0.000350759937109109,0.0193397551020408,0.0128091836734694,0.000128091836734694
4,10,1076.76897959184,2252.208,9066.99469387755,2271.188,249830.872569615,2334.9086,246091.545381538,0.994215861539913,0.000164332629734516,0.950456661887389,0.0182897959183673,0.2232,4.69261224489796e-05,0.1546,0.000107258861174099,0.01546,1.02554955787519e-05,2245.92,95.4,775.952,1217.03792525253,0.967569265181013,0.274,0.00418,0.0108377777777778,0.00378761616161616,0,952.976261224492,888.571281632652,191.08071432653,6.84993107310046e-05,0.00024031309077983,0.0129364897959184,0.00706616326530612,7.06616326530612e-05
5,10,564.058775510204,2609.396,5147.71112244898,2622.116,152704.211576518,2673.8468,185585.386747108,0.998924383713723,0.000147760505642895,0.981449261584715,0.0182081632653061,0.1884,5.58138775510204e-05,0.128,6.68629075333837e-05,0.0128,8.76695806716932e-06,2608.32,68.85,509.357333333333,1147.89248080808,0.980095671836105,0.234,0.00368,0.00914666666666667,0.0029449696969697,0,581.076718367347,707.396881632654,118.012014040816,5.08087995360743e-05,0.000176299115920345,0.0121647346938776,0.00700408163265306,7.00408163265306e-05
6,0,0,2.128,3550.13960816327,37.222,1220153.09043593,514.1198,38777303.8754946,0,0,0,0,0.168,0.0139755102040816,0.55506,0.000417963960488284,0.055506,6.42765367263161e-05,0,30.072,2356.91266666667,110657.995391919,0,0,0.148,0.250155977777778,0.0514365634343434,0,7.1326693877551,145.872771428571,544.894295877551,0,0,0.0218122448979592,0.00770879224489796,7.70879224489796e-05
7,9.96,2385.95959183673,817.96,1071128.97806122,924.046,7010807.97392436,1250.868,29920804.1868341,0.795671854219326,0.000721593543253796,0.422262971032938,0.00828163265306123,0.7596,0.000214128979591837,0.5494,0.000977318765432099,0.05494,0.000104371389587068,722.14,5383.01,16934.5246666667,31790.4435676768,0.648073740292147,0.878,0.01456,0.0752688888888889,0.0352097171717172,0.0391836734693878,2104.2106122449,1995.9058,546.379432653061,0.000489760976584708,0.000839148733076517,0.0109794285714286,0.0104057551020408,0.000104057551020408
8,10,1576.1506122449,1613.516,303686.711983673,1684.004,2675667.49417667,1870.7046,2679815.58454878,0.940861166906948,0.000170739128984012,0.764122402950929,0.0193632653061225,0.5408,0.000128377551020408,0.3848,0.000416937344419249,0.03848,6.48812018831898e-05,1564.18,1562.016,7537.85733333333,7036.61553333333,0.85771746412017,0.632,0.0105,0.0436044444444445,0.0183236767676768,0,1530.24177959184,1487.70243265306,228.59179677551,0.000112171409904492,0.000364371645570944,0.0147095510204082,0.010086693877551,0.00010086693877551
9,10,752.996326530612,2132.952,88457.0988408163,2182.378,934732.842745729,2324.6172,753888.458164978,0.974742619796649,8.39495477587948e-05,0.890150589973847,0.0157387755102041,0.4368,6.07444897959184e-05,0.3066,0.000224049508692366,0.03066,4.84417386918036e-05,2105.06,533.644,3941.818,3446.12941010101,0.917973509754716,0.524,0.00848,0.0301888888888889,0.0122980808080808,0,917.104587755102,1013.3948122449,162.134028734695,6.89887173386572e-05,0.000149945086079539,0.0158589387755102,0.011312693877551,0.00011312693877551
10,10,459.122040816327,2507.956,23681.060555102,2545.14,534071.435757118,2668.5454,461466.750567141,0.988423565383513,5.39132585331335e-05,0.938450829759821,0.0252081632653061,0.3736,6.84657142857143e-05,0.262,0.000385270849080373,0.0262,5.5818063462912e-05,2494.02,188.384,2382.48666666667,2609.48265656566,0.945652073535297,0.464,0.00894,0.0252666666666667,0.00969878787878788,0,564.129453061225,635.365714285715,158.470723306123,3.66572221953325e-05,9.42791300220886e-05,0.0222765714285714,0.0130367346938776,0.000130367346938776
