"run" "growth_rate" "warfare_pressure" "carrying_capacity" "yearly_warfare_mortality" "sizeX" "allow_matrilocal" "matrilocal_pressure" "change_residence_pause" "sizeY" "newborn_male_bias" "preferred_marriage_weight"
47 0.5 100 1000 0.015 5 0 0 0 10 116 0.5
48 0.6 100 1000 0.015 5 0 0 0 10 116 0.5
49 0.7 100 1000 0.015 5 0 0 0 10 116 0.5
50 0.8 100 1000 0.015 5 0 0 0 10 116 0.5
51 0.4 200 1000 0.015 5 0 0 0 10 116 0.5
52 0.5 200 1000 0.015 5 0 0 0 10 116 0.5
53 0.6 200 1000 0.015 5 0 0 0 10 116 0.5
54 0.7 200 1000 0.015 5 0 0 0 10 116 0.5
55 0.8 200 1000 0.015 5 0 0 0 10 116 0.5
56 0.4 300 1000 0.015 5 0 0 0 10 116 0.5
57 0.5 300 1000 0.015 5 0 0 0 10 116 0.5
58 0.6 300 1000 0.015 5 0 0 0 10 116 0.5
59 0.7 300 1000 0.015 5 0 0 0 10 116 0.5
60 0.8 300 1000 0.015 5 0 0 0 10 116 0.5
61 0.4 100 500 0.025 5 0 0 0 10 116 0.5
62 0.5 100 500 0.025 5 0 0 0 10 116 0.5
63 0.6 100 500 0.025 5 0 0 0 10 116 0.5
64 0.7 100 500 0.025 5 0 0 0 10 116 0.5
65 0.8 100 500 0.025 5 0 0 0 10 116 0.5
66 0.4 200 500 0.025 5 0 0 0 10 116 0.5
67 0.5 200 500 0.025 5 0 0 0 10 116 0.5
68 0.6 200 500 0.025 5 0 0 0 10 116 0.5
69 0.7 200 500 0.025 5 0 0 0 10 116 0.5
70 0.8 200 500 0.025 5 0 0 0 10 116 0.5
71 0.4 300 500 0.025 5 0 0 0 10 116 0.5
72 0.5 300 500 0.025 5 0 0 0 10 116 0.5
73 0.6 300 500 0.025 5 0 0 0 10 116 0.5
74 0.7 300 500 0.025 5 0 0 0 10 116 0.5
75 0.8 300 500 0.025 5 0 0 0 10 116 0.5
76 0.4 100 1000 0.025 5 0 0 0 10 116 0.5
77 0.5 100 1000 0.025 5 0 0 0 10 116 0.5
78 0.6 100 1000 0.025 5 0 0 0 10 116 0.5
79 0.7 100 1000 0.025 5 0 0 0 10 116 0.5
80 0.8 100 1000 0.025 5 0 0 0 10 116 0.5
81 0.4 200 1000 0.025 5 0 0 0 10 116 0.5
82 0.5 200 1000 0.025 5 0 0 0 10 116 0.5
83 0.6 200 1000 0.025 5 0 0 0 10 116 0.5
84 0.7 200 1000 0.025 5 0 0 0 10 116 0.5
85 0.8 200 1000 0.025 5 0 0 0 10 116 0.5
86 0.4 300 1000 0.025 5 0 0 0 10 116 0.5
87 0.5 300 1000 0.025 5 0 0 0 10 116 0.5
88 0.6 300 1000 0.025 5 0 0 0 10 116 0.5
89 0.7 300 1000 0.025 5 0 0 0 10 116 0.5
90 0.8 300 1000 0.025 5 0 0 0 10 116 0.5
91 0.4 100 500 0.035 5 0 0 0 10 116 0.5
92 0.5 100 500 0.035 5 0 0 0 10 116 0.5
93 0.6 100 500 0.035 5 0 0 0 10 116 0.5
94 0.7 100 500 0.035 5 0 0 0 10 116 0.5
95 0.8 100 500 0.035 5 0 0 0 10 116 0.5
96 0.4 200 500 0.035 5 0 0 0 10 116 0.5
97 0.5 200 500 0.035 5 0 0 0 10 116 0.5
98 0.6 200 500 0.035 5 0 0 0 10 116 0.5
99 0.7 200 500 0.035 5 0 0 0 10 116 0.5
100 0.8 200 500 0.035 5 0 0 0 10 116 0.5
101 0.4 300 500 0.035 5 0 0 0 10 116 0.5
102 0.5 300 500 0.035 5 0 0 0 10 116 0.5
103 0.6 300 500 0.035 5 0 0 0 10 116 0.5
104 0.7 300 500 0.035 5 0 0 0 10 116 0.5
105 0.8 300 500 0.035 5 0 0 0 10 116 0.5
106 0.4 100 1000 0.035 5 0 0 0 10 116 0.5
107 0.5 100 1000 0.035 5 0 0 0 10 116 0.5
108 0.6 100 1000 0.035 5 0 0 0 10 116 0.5
109 0.7 100 1000 0.035 5 0 0 0 10 116 0.5
110 0.8 100 1000 0.035 5 0 0 0 10 116 0.5
111 0.4 200 1000 0.035 5 0 0 0 10 116 0.5
112 0.5 200 1000 0.035 5 0 0 0 10 116 0.5
113 0.6 200 1000 0.035 5 0 0 0 10 116 0.5
114 0.7 200 1000 0.035 5 0 0 0 10 116 0.5
115 0.8 200 1000 0.035 5 0 0 0 10 116 0.5
116 0.4 300 1000 0.035 5 0 0 0 10 116 0.5
117 0.5 300 1000 0.035 5 0 0 0 10 116 0.5
118 0.6 300 1000 0.035 5 0 0 0 10 116 0.5
119 0.7 300 1000 0.035 5 0 0 0 10 116 0.5
120 0.8 300 1000 0.035 5 0 0 0 10 116 0.5
121 0.4 100 500 0.045 5 0 0 0 10 116 0.5
122 0.5 100 500 0.045 5 0 0 0 10 116 0.5
123 0.6 100 500 0.045 5 0 0 0 10 116 0.5
124 0.7 100 500 0.045 5 0 0 0 10 116 0.5
125 0.8 100 500 0.045 5 0 0 0 10 116 0.5
126 0.4 200 500 0.045 5 0 0 0 10 116 0.5
127 0.5 200 500 0.045 5 0 0 0 10 116 0.5
128 0.6 200 500 0.045 5 0 0 0 10 116 0.5
129 0.7 200 500 0.045 5 0 0 0 10 116 0.5
130 0.8 200 500 0.045 5 0 0 0 10 116 0.5
131 0.4 300 500 0.045 5 0 0 0 10 116 0.5
132 0.5 300 500 0.045 5 0 0 0 10 116 0.5
133 0.6 300 500 0.045 5 0 0 0 10 116 0.5
134 0.7 300 500 0.045 5 0 0 0 10 116 0.5
135 0.8 300 500 0.045 5 0 0 0 10 116 0.5
136 0.4 100 1000 0.045 5 0 0 0 10 116 0.5
137 0.5 100 1000 0.045 5 0 0 0 10 116 0.5
138 0.6 100 1000 0.045 5 0 0 0 10 116 0.5
139 0.7 100 1000 0.045 5 0 0 0 10 116 0.5
140 0.8 100 1000 0.045 5 0 0 0 10 116 0.5
141 0.4 200 1000 0.045 5 0 0 0 10 116 0.5
142 0.5 200 1000 0.045 5 0 0 0 10 116 0.5
143 0.6 200 1000 0.045 5 0 0 0 10 116 0.5
144 0.7 200 1000 0.045 5 0 0 0 10 116 0.5
145 0.8 200 1000 0.045 5 0 0 0 10 116 0.5
146 0.4 300 1000 0.045 5 0 0 0 10 116 0.5
147 0.5 300 1000 0.045 5 0 0 0 10 116 0.5
148 0.6 300 1000 0.045 5 0 0 0 10 116 0.5
149 0.7 300 1000 0.045 5 0 0 0 10 116 0.5
150 0.8 300 1000 0.045 5 0 0 0 10 116 0.5
151 0.4 100 500 0.055 5 0 0 0 10 116 0.5
152 0.5 100 500 0.055 5 0 0 0 10 116 0.5
153 0.6 100 500 0.055 5 0 0 0 10 116 0.5
154 0.7 100 500 0.055 5 0 0 0 10 116 0.5
155 0.8 100 500 0.055 5 0 0 0 10 116 0.5
156 0.4 200 500 0.055 5 0 0 0 10 116 0.5
157 0.5 200 500 0.055 5 0 0 0 10 116 0.5
158 0.6 200 500 0.055 5 0 0 0 10 116 0.5
159 0.7 200 500 0.055 5 0 0 0 10 116 0.5
160 0.8 200 500 0.055 5 0 0 0 10 116 0.5
161 0.4 300 500 0.055 5 0 0 0 10 116 0.5
162 0.5 300 500 0.055 5 0 0 0 10 116 0.5
163 0.6 300 500 0.055 5 0 0 0 10 116 0.5
164 0.7 300 500 0.055 5 0 0 0 10 116 0.5
165 0.8 300 500 0.055 5 0 0 0 10 116 0.5
166 0.4 100 1000 0.055 5 0 0 0 10 116 0.5
167 0.5 100 1000 0.055 5 0 0 0 10 116 0.5
168 0.6 100 1000 0.055 5 0 0 0 10 116 0.5
169 0.7 100 1000 0.055 5 0 0 0 10 116 0.5
170 0.8 100 1000 0.055 5 0 0 0 10 116 0.5
171 0.4 200 1000 0.055 5 0 0 0 10 116 0.5
172 0.5 200 1000 0.055 5 0 0 0 10 116 0.5
173 0.6 200 1000 0.055 5 0 0 0 10 116 0.5
174 0.7 200 1000 0.055 5 0 0 0 10 116 0.5
175 0.8 200 1000 0.055 5 0 0 0 10 116 0.5
176 0.4 300 1000 0.055 5 0 0 0 10 116 0.5
177 0.5 300 1000 0.055 5 0 0 0 10 116 0.5
178 0.6 300 1000 0.055 5 0 0 0 10 116 0.5
179 0.7 300 1000 0.055 5 0 0 0 10 116 0.5
180 0.8 300 1000 0.055 5 0 0 0 10 116 0.5
181 0.4 100 500 0.005 5 1 0 0 10 116 0.5
182 0.5 100 500 0.005 5 1 0 0 10 116 0.5
183 0.6 100 500 0.005 5 1 0 0 10 116 0.5
184 0.7 100 500 0.005 5 1 0 0 10 116 0.5
185 0.8 100 500 0.005 5 1 0 0 10 116 0.5
186 0.4 200 500 0.005 5 1 0 0 10 116 0.5
187 0.5 200 500 0.005 5 1 0 0 10 116 0.5
188 0.6 200 500 0.005 5 1 0 0 10 116 0.5
189 0.7 200 500 0.005 5 1 0 0 10 116 0.5
190 0.8 200 500 0.005 5 1 0 0 10 116 0.5
191 0.4 300 500 0.005 5 1 0 0 10 116 0.5
192 0.5 300 500 0.005 5 1 0 0 10 116 0.5
193 0.6 300 500 0.005 5 1 0 0 10 116 0.5
194 0.7 300 500 0.005 5 1 0 0 10 116 0.5
195 0.8 300 500 0.005 5 1 0 0 10 116 0.5
196 0.4 100 1000 0.005 5 1 0 0 10 116 0.5
197 0.5 100 1000 0.005 5 1 0 0 10 116 0.5
198 0.6 100 1000 0.005 5 1 0 0 10 116 0.5
199 0.7 100 1000 0.005 5 1 0 0 10 116 0.5
200 0.8 100 1000 0.005 5 1 0 0 10 116 0.5
201 0.4 200 1000 0.005 5 1 0 0 10 116 0.5
202 0.5 200 1000 0.005 5 1 0 0 10 116 0.5
203 0.6 200 1000 0.005 5 1 0 0 10 116 0.5
204 0.7 200 1000 0.005 5 1 0 0 10 116 0.5
205 0.8 200 1000 0.005 5 1 0 0 10 116 0.5
206 0.4 300 1000 0.005 5 1 0 0 10 116 0.5
207 0.5 300 1000 0.005 5 1 0 0 10 116 0.5
208 0.6 300 1000 0.005 5 1 0 0 10 116 0.5
209 0.7 300 1000 0.005 5 1 0 0 10 116 0.5
210 0.8 300 1000 0.005 5 1 0 0 10 116 0.5
211 0.4 100 500 0.015 5 1 0 0 10 116 0.5
212 0.5 100 500 0.015 5 1 0 0 10 116 0.5
213 0.6 100 500 0.015 5 1 0 0 10 116 0.5
214 0.7 100 500 0.015 5 1 0 0 10 116 0.5
215 0.8 100 500 0.015 5 1 0 0 10 116 0.5
216 0.4 200 500 0.015 5 1 0 0 10 116 0.5
217 0.5 200 500 0.015 5 1 0 0 10 116 0.5
218 0.6 200 500 0.015 5 1 0 0 10 116 0.5
219 0.7 200 500 0.015 5 1 0 0 10 116 0.5
220 0.8 200 500 0.015 5 1 0 0 10 116 0.5
221 0.4 300 500 0.015 5 1 0 0 10 116 0.5
222 0.5 300 500 0.015 5 1 0 0 10 116 0.5
223 0.6 300 500 0.015 5 1 0 0 10 116 0.5
224 0.7 300 500 0.015 5 1 0 0 10 116 0.5
225 0.8 300 500 0.015 5 1 0 0 10 116 0.5
226 0.4 100 1000 0.015 5 1 0 0 10 116 0.5
227 0.5 100 1000 0.015 5 1 0 0 10 116 0.5
228 0.6 100 1000 0.015 5 1 0 0 10 116 0.5
229 0.7 100 1000 0.015 5 1 0 0 10 116 0.5
230 0.8 100 1000 0.015 5 1 0 0 10 116 0.5
231 0.4 200 1000 0.015 5 1 0 0 10 116 0.5
232 0.5 200 1000 0.015 5 1 0 0 10 116 0.5
233 0.6 200 1000 0.015 5 1 0 0 10 116 0.5
234 0.7 200 1000 0.015 5 1 0 0 10 116 0.5
235 0.8 200 1000 0.015 5 1 0 0 10 116 0.5
236 0.4 300 1000 0.015 5 1 0 0 10 116 0.5
237 0.5 300 1000 0.015 5 1 0 0 10 116 0.5
238 0.6 300 1000 0.015 5 1 0 0 10 116 0.5
239 0.7 300 1000 0.015 5 1 0 0 10 116 0.5
240 0.8 300 1000 0.015 5 1 0 0 10 116 0.5
241 0.4 100 500 0.025 5 1 0 0 10 116 0.5
242 0.5 100 500 0.025 5 1 0 0 10 116 0.5
243 0.6 100 500 0.025 5 1 0 0 10 116 0.5
244 0.7 100 500 0.025 5 1 0 0 10 116 0.5
245 0.8 100 500 0.025 5 1 0 0 10 116 0.5
246 0.4 200 500 0.025 5 1 0 0 10 116 0.5
247 0.5 200 500 0.025 5 1 0 0 10 116 0.5
248 0.6 200 500 0.025 5 1 0 0 10 116 0.5
249 0.7 200 500 0.025 5 1 0 0 10 116 0.5
250 0.8 200 500 0.025 5 1 0 0 10 116 0.5
251 0.4 300 500 0.025 5 1 0 0 10 116 0.5
252 0.5 300 500 0.025 5 1 0 0 10 116 0.5
253 0.6 300 500 0.025 5 1 0 0 10 116 0.5
254 0.7 300 500 0.025 5 1 0 0 10 116 0.5
255 0.8 300 500 0.025 5 1 0 0 10 116 0.5
256 0.4 100 1000 0.025 5 1 0 0 10 116 0.5
257 0.5 100 1000 0.025 5 1 0 0 10 116 0.5
258 0.6 100 1000 0.025 5 1 0 0 10 116 0.5
259 0.7 100 1000 0.025 5 1 0 0 10 116 0.5
260 0.8 100 1000 0.025 5 1 0 0 10 116 0.5
261 0.4 200 1000 0.025 5 1 0 0 10 116 0.5
262 0.5 200 1000 0.025 5 1 0 0 10 116 0.5
263 0.6 200 1000 0.025 5 1 0 0 10 116 0.5
264 0.7 200 1000 0.025 5 1 0 0 10 116 0.5
265 0.8 200 1000 0.025 5 1 0 0 10 116 0.5
266 0.4 300 1000 0.025 5 1 0 0 10 116 0.5
267 0.5 300 1000 0.025 5 1 0 0 10 116 0.5
268 0.6 300 1000 0.025 5 1 0 0 10 116 0.5
269 0.7 300 1000 0.025 5 1 0 0 10 116 0.5
270 0.8 300 1000 0.025 5 1 0 0 10 116 0.5
271 0.4 100 500 0.035 5 1 0 0 10 116 0.5
272 0.5 100 500 0.035 5 1 0 0 10 116 0.5
273 0.6 100 500 0.035 5 1 0 0 10 116 0.5
274 0.7 100 500 0.035 5 1 0 0 10 116 0.5
275 0.8 100 500 0.035 5 1 0 0 10 116 0.5
276 0.4 200 500 0.035 5 1 0 0 10 116 0.5
277 0.5 200 500 0.035 5 1 0 0 10 116 0.5
278 0.6 200 500 0.035 5 1 0 0 10 116 0.5
279 0.7 200 500 0.035 5 1 0 0 10 116 0.5
280 0.8 200 500 0.035 5 1 0 0 10 116 0.5
281 0.4 300 500 0.035 5 1 0 0 10 116 0.5
282 0.5 300 500 0.035 5 1 0 0 10 116 0.5
283 0.6 300 500 0.035 5 1 0 0 10 116 0.5
284 0.7 300 500 0.035 5 1 0 0 10 116 0.5
285 0.8 300 500 0.035 5 1 0 0 10 116 0.5
286 0.4 100 1000 0.035 5 1 0 0 10 116 0.5
287 0.5 100 1000 0.035 5 1 0 0 10 116 0.5
288 0.6 100 1000 0.035 5 1 0 0 10 116 0.5
289 0.7 100 1000 0.035 5 1 0 0 10 116 0.5
290 0.8 100 1000 0.035 5 1 0 0 10 116 0.5
291 0.4 200 1000 0.035 5 1 0 0 10 116 0.5
292 0.5 200 1000 0.035 5 1 0 0 10 116 0.5
293 0.6 200 1000 0.035 5 1 0 0 10 116 0.5
294 0.7 200 1000 0.035 5 1 0 0 10 116 0.5
295 0.8 200 1000 0.035 5 1 0 0 10 116 0.5
296 0.4 300 1000 0.035 5 1 0 0 10 116 0.5
297 0.5 300 1000 0.035 5 1 0 0 10 116 0.5
298 0.6 300 1000 0.035 5 1 0 0 10 116 0.5
299 0.7 300 1000 0.035 5 1 0 0 10 116 0.5
300 0.8 300 1000 0.035 5 1 0 0 10 116 0.5
301 0.4 100 500 0.045 5 1 0 0 10 116 0.5
302 0.5 100 500 0.045 5 1 0 0 10 116 0.5
303 0.6 100 500 0.045 5 1 0 0 10 116 0.5
304 0.7 100 500 0.045 5 1 0 0 10 116 0.5
305 0.8 100 500 0.045 5 1 0 0 10 116 0.5
306 0.4 200 500 0.045 5 1 0 0 10 116 0.5
307 0.5 200 500 0.045 5 1 0 0 10 116 0.5
308 0.6 200 500 0.045 5 1 0 0 10 116 0.5
309 0.7 200 500 0.045 5 1 0 0 10 116 0.5
310 0.8 200 500 0.045 5 1 0 0 10 116 0.5
311 0.4 300 500 0.045 5 1 0 0 10 116 0.5
312 0.5 300 500 0.045 5 1 0 0 10 116 0.5
313 0.6 300 500 0.045 5 1 0 0 10 116 0.5
314 0.7 300 500 0.045 5 1 0 0 10 116 0.5
315 0.8 300 500 0.045 5 1 0 0 10 116 0.5
316 0.4 100 1000 0.045 5 1 0 0 10 116 0.5
317 0.5 100 1000 0.045 5 1 0 0 10 116 0.5
318 0.6 100 1000 0.045 5 1 0 0 10 116 0.5
319 0.7 100 1000 0.045 5 1 0 0 10 116 0.5
320 0.8 100 1000 0.045 5 1 0 0 10 116 0.5
321 0.4 200 1000 0.045 5 1 0 0 10 116 0.5
322 0.5 200 1000 0.045 5 1 0 0 10 116 0.5
323 0.6 200 1000 0.045 5 1 0 0 10 116 0.5
324 0.7 200 1000 0.045 5 1 0 0 10 116 0.5
325 0.8 200 1000 0.045 5 1 0 0 10 116 0.5
326 0.4 300 1000 0.045 5 1 0 0 10 116 0.5
327 0.5 300 1000 0.045 5 1 0 0 10 116 0.5
328 0.6 300 1000 0.045 5 1 0 0 10 116 0.5
329 0.7 300 1000 0.045 5 1 0 0 10 116 0.5
330 0.8 300 1000 0.045 5 1 0 0 10 116 0.5
331 0.4 100 500 0.055 5 1 0 0 10 116 0.5
332 0.5 100 500 0.055 5 1 0 0 10 116 0.5
333 0.6 100 500 0.055 5 1 0 0 10 116 0.5
334 0.7 100 500 0.055 5 1 0 0 10 116 0.5
335 0.8 100 500 0.055 5 1 0 0 10 116 0.5
336 0.4 200 500 0.055 5 1 0 0 10 116 0.5
337 0.5 200 500 0.055 5 1 0 0 10 116 0.5
338 0.6 200 500 0.055 5 1 0 0 10 116 0.5
339 0.7 200 500 0.055 5 1 0 0 10 116 0.5
340 0.8 200 500 0.055 5 1 0 0 10 116 0.5
341 0.4 300 500 0.055 5 1 0 0 10 116 0.5
342 0.5 300 500 0.055 5 1 0 0 10 116 0.5
343 0.6 300 500 0.055 5 1 0 0 10 116 0.5
344 0.7 300 500 0.055 5 1 0 0 10 116 0.5
345 0.8 300 500 0.055 5 1 0 0 10 116 0.5
346 0.4 100 1000 0.055 5 1 0 0 10 116 0.5
347 0.5 100 1000 0.055 5 1 0 0 10 116 0.5
348 0.6 100 1000 0.055 5 1 0 0 10 116 0.5
349 0.7 100 1000 0.055 5 1 0 0 10 116 0.5
350 0.8 100 1000 0.055 5 1 0 0 10 116 0.5
351 0.4 200 1000 0.055 5 1 0 0 10 116 0.5
352 0.5 200 1000 0.055 5 1 0 0 10 116 0.5
353 0.6 200 1000 0.055 5 1 0 0 10 116 0.5
354 0.7 200 1000 0.055 5 1 0 0 10 116 0.5
355 0.8 200 1000 0.055 5 1 0 0 10 116 0.5
356 0.4 300 1000 0.055 5 1 0 0 10 116 0.5
357 0.5 300 1000 0.055 5 1 0 0 10 116 0.5
358 0.6 300 1000 0.055 5 1 0 0 10 116 0.5
359 0.7 300 1000 0.055 5 1 0 0 10 116 0.5
360 0.8 300 1000 0.055 5 1 0 0 10 116 0.5
361 0.4 100 500 0.005 5 0 0 0 10 116 0.6
362 0.5 100 500 0.005 5 0 0 0 10 116 0.6
363 0.6 100 500 0.005 5 0 0 0 10 116 0.6
364 0.7 100 500 0.005 5 0 0 0 10 116 0.6
365 0.8 100 500 0.005 5 0 0 0 10 116 0.6
366 0.4 200 500 0.005 5 0 0 0 10 116 0.6
367 0.5 200 500 0.005 5 0 0 0 10 116 0.6
368 0.6 200 500 0.005 5 0 0 0 10 116 0.6
369 0.7 200 500 0.005 5 0 0 0 10 116 0.6
370 0.8 200 500 0.005 5 0 0 0 10 116 0.6
371 0.4 300 500 0.005 5 0 0 0 10 116 0.6
372 0.5 300 500 0.005 5 0 0 0 10 116 0.6
373 0.6 300 500 0.005 5 0 0 0 10 116 0.6
374 0.7 300 500 0.005 5 0 0 0 10 116 0.6
375 0.8 300 500 0.005 5 0 0 0 10 116 0.6
376 0.4 100 1000 0.005 5 0 0 0 10 116 0.6
377 0.5 100 1000 0.005 5 0 0 0 10 116 0.6
378 0.6 100 1000 0.005 5 0 0 0 10 116 0.6
379 0.7 100 1000 0.005 5 0 0 0 10 116 0.6
380 0.8 100 1000 0.005 5 0 0 0 10 116 0.6
381 0.4 200 1000 0.005 5 0 0 0 10 116 0.6
382 0.5 200 1000 0.005 5 0 0 0 10 116 0.6
383 0.6 200 1000 0.005 5 0 0 0 10 116 0.6
384 0.7 200 1000 0.005 5 0 0 0 10 116 0.6
385 0.8 200 1000 0.005 5 0 0 0 10 116 0.6
386 0.4 300 1000 0.005 5 0 0 0 10 116 0.6
387 0.5 300 1000 0.005 5 0 0 0 10 116 0.6
388 0.6 300 1000 0.005 5 0 0 0 10 116 0.6
389 0.7 300 1000 0.005 5 0 0 0 10 116 0.6
390 0.8 300 1000 0.005 5 0 0 0 10 116 0.6
391 0.4 100 500 0.015 5 0 0 0 10 116 0.6
392 0.5 100 500 0.015 5 0 0 0 10 116 0.6
393 0.6 100 500 0.015 5 0 0 0 10 116 0.6
394 0.7 100 500 0.015 5 0 0 0 10 116 0.6
395 0.8 100 500 0.015 5 0 0 0 10 116 0.6
396 0.4 200 500 0.015 5 0 0 0 10 116 0.6
397 0.5 200 500 0.015 5 0 0 0 10 116 0.6
398 0.6 200 500 0.015 5 0 0 0 10 116 0.6
399 0.7 200 500 0.015 5 0 0 0 10 116 0.6
400 0.8 200 500 0.015 5 0 0 0 10 116 0.6
401 0.4 300 500 0.015 5 0 0 0 10 116 0.6
402 0.5 300 500 0.015 5 0 0 0 10 116 0.6
403 0.6 300 500 0.015 5 0 0 0 10 116 0.6
404 0.7 300 500 0.015 5 0 0 0 10 116 0.6
405 0.8 300 500 0.015 5 0 0 0 10 116 0.6
406 0.4 100 1000 0.015 5 0 0 0 10 116 0.6
407 0.5 100 1000 0.015 5 0 0 0 10 116 0.6
408 0.6 100 1000 0.015 5 0 0 0 10 116 0.6
409 0.7 100 1000 0.015 5 0 0 0 10 116 0.6
410 0.8 100 1000 0.015 5 0 0 0 10 116 0.6
411 0.4 200 1000 0.015 5 0 0 0 10 116 0.6
412 0.5 200 1000 0.015 5 0 0 0 10 116 0.6
413 0.6 200 1000 0.015 5 0 0 0 10 116 0.6
414 0.7 200 1000 0.015 5 0 0 0 10 116 0.6
415 0.8 200 1000 0.015 5 0 0 0 10 116 0.6
416 0.4 300 1000 0.015 5 0 0 0 10 116 0.6
417 0.5 300 1000 0.015 5 0 0 0 10 116 0.6
418 0.6 300 1000 0.015 5 0 0 0 10 116 0.6
419 0.7 300 1000 0.015 5 0 0 0 10 116 0.6
420 0.8 300 1000 0.015 5 0 0 0 10 116 0.6
421 0.4 100 500 0.025 5 0 0 0 10 116 0.6
422 0.5 100 500 0.025 5 0 0 0 10 116 0.6
423 0.6 100 500 0.025 5 0 0 0 10 116 0.6
424 0.7 100 500 0.025 5 0 0 0 10 116 0.6
425 0.8 100 500 0.025 5 0 0 0 10 116 0.6
426 0.4 200 500 0.025 5 0 0 0 10 116 0.6
427 0.5 200 500 0.025 5 0 0 0 10 116 0.6
428 0.6 200 500 0.025 5 0 0 0 10 116 0.6
429 0.7 200 500 0.025 5 0 0 0 10 116 0.6
430 0.8 200 500 0.025 5 0 0 0 10 116 0.6
431 0.4 300 500 0.025 5 0 0 0 10 116 0.6
432 0.5 300 500 0.025 5 0 0 0 10 116 0.6
433 0.6 300 500 0.025 5 0 0 0 10 116 0.6
434 0.7 300 500 0.025 5 0 0 0 10 116 0.6
435 0.8 300 500 0.025 5 0 0 0 10 116 0.6
436 0.4 100 1000 0.025 5 0 0 0 10 116 0.6
437 0.5 100 1000 0.025 5 0 0 0 10 116 0.6
438 0.6 100 1000 0.025 5 0 0 0 10 116 0.6
439 0.7 100 1000 0.025 5 0 0 0 10 116 0.6
440 0.8 100 1000 0.025 5 0 0 0 10 116 0.6
441 0.4 200 1000 0.025 5 0 0 0 10 116 0.6
442 0.5 200 1000 0.025 5 0 0 0 10 116 0.6
443 0.6 200 1000 0.025 5 0 0 0 10 116 0.6
444 0.7 200 1000 0.025 5 0 0 0 10 116 0.6
445 0.8 200 1000 0.025 5 0 0 0 10 116 0.6
446 0.4 300 1000 0.025 5 0 0 0 10 116 0.6
447 0.5 300 1000 0.025 5 0 0 0 10 116 0.6
448 0.6 300 1000 0.025 5 0 0 0 10 116 0.6
449 0.7 300 1000 0.025 5 0 0 0 10 116 0.6
450 0.8 300 1000 0.025 5 0 0 0 10 116 0.6
451 0.4 100 500 0.035 5 0 0 0 10 116 0.6
452 0.5 100 500 0.035 5 0 0 0 10 116 0.6
