run,villages-point-mean,population-point-var,population-stability-mean-5-mean,population-stability-var-5-var,population-stability-mean-10-mean,population-stability-var-10-var,population-stability-mean-100-mean,population-stability-var-100-var,population-trend-5-mean,population-trend-10-var,population-trend-100-mean,matrilocal-point-var,matrilocal-stability-mean-5-mean,matrilocal-stability-var-5-var,matrilocal-stability-mean-10-mean,matrilocal-stability-var-10-var,matrilocal-stability-mean-100-mean,matrilocal-stability-var-100-var,population-point-mean,population-stability-var-5-mean,population-stability-var-10-mean,population-stability-var-100-mean,population-trend-10-mean,matrilocal-point-mean,matrilocal-stability-var-5-mean,matrilocal-stability-var-10-mean,matrilocal-stability-var-100-mean,villages-point-var,population-stability-mean-5-var,population-stability-mean-10-var,population-stability-mean-100-var,population-trend-5-var,population-trend-100-var,matrilocal-stability-mean-5-var,matrilocal-stability-mean-10-var,matrilocal-stability-mean-100-var
401,50,12660.6024489796,19868.204,992624.208310204,19866.136,11752423.0416238,19877.072,58413966.9793894,1.0006385004046,3.88787355320108e-05,1.00009557706078,0,0,0,0,0,0,0,19874.36,898.084,2354.47244444444,14413.8771717172,1.00035444039547,0,0,0,0,0,12011.5256979592,10965.8941877551,3551.48695510203,1.29999828015988e-05,8.15254731381903e-05,0,0,0
402,50,17430.9832653061,22244.676,570907.184934694,22236.63,5253794.59012593,22213.1862,67639863.5861385,1.00034477672785,3.15810337213815e-05,1.00163409734108,0,0,0,0,0,0,0,22248.58,752.042,2407.178,14570.1615979798,1.00126484420961,0,0,0,0,0,16842.4014530613,14596.1274489796,2409.53464036736,8.58670328378352e-06,6.7617495124557e-05,0,0,0
403,50,19323.9628571429,24209.132,1438786.11081224,24215.87,11878232.531833,24199.8236,44522707.1221162,0.999768047298837,3.81143757994394e-05,1.00093296939769,0,0,0,0,0,0,0,24205.42,1082.502,3394.38333333333,13553.2401939394,0.999095954961822,0,0,0,0,0,16786.4009959184,12341.5715306122,3618.92315412245,1.06527318524555e-05,6.28219507252928e-05,0,0,0
404,50,10657.8404081633,25919.336,1966133.25846939,25921.278,7568434.7608577,25925.5004,29542312.7479018,1.00009861860916,2.78498533458727e-05,1.00039431192138,0,0,0,0,0,0,0,25921.42,1097.39,2790.56066666667,13334.3499191919,0.999763169308498,0,0,0,0,0,9206.54602448979,8845.61236326531,2470.83385697959,9.46885627056474e-06,3.61442439047048e-05,0,0,0
405,50,16932.5485714286,27420.316,1613682.97775102,27425.026,13008075.1695525,27425.743,34873277.870427,0.999698523504747,2.64276778508122e-05,0.998932375068273,0,0,0,0,0,0,0,27415.32,1219.202,3216.43133333333,12066.2252989899,0.999430879720976,0,0,0,0,0,14641.4760653061,11388.1889020408,1931.72684183673,9.40987899401579e-06,4.57504471345903e-05,0,0,0
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,39.18,1107849.96571429,14744.652,337100.948571429,14760.738,5605621.02579194,15008.2728,1700282721.0374,0.998702235741039,4.59068273266618e-05,0.964855491604947,0.000401673469387755,0.25016,1.9693469387755e-09,0.25044,1.06764222726127e-09,0.248174,6.52287989459634e-09,14734.44,521.6,1934.39933333333,40119.8951434343,0.996053807371999,0.2494,1.02e-05,1.12888888888889e-05,8.38232323232323e-05,6.59959183673469,1111646.13356735,1107685.74485306,1009762.53692669,1.13959096075461e-05,0.000438655425089139,0.00040062693877551,0.000399231020408163,0.000290674208163266
