run,villages-point-mean,population-point-var,population-stability-mean-5-mean,population-stability-var-5-var,population-stability-mean-10-mean,population-stability-var-10-var,population-stability-mean-100-mean,population-stability-var-100-var,population-trend-5-mean,population-trend-10-var,population-trend-100-mean,matrilocal-point-var,matrilocal-stability-mean-5-mean,matrilocal-stability-var-5-var,matrilocal-stability-mean-10-mean,matrilocal-stability-var-10-var,matrilocal-stability-mean-100-mean,matrilocal-stability-var-100-var,population-point-mean,population-stability-var-5-mean,population-stability-var-10-mean,population-stability-var-100-mean,population-trend-10-mean,matrilocal-point-mean,matrilocal-stability-var-5-mean,matrilocal-stability-var-10-mean,matrilocal-stability-var-100-mean,villages-point-var,population-stability-mean-5-var,population-stability-mean-10-var,population-stability-mean-100-var,population-trend-5-var,population-trend-100-var,matrilocal-stability-mean-5-var,matrilocal-stability-mean-10-var,matrilocal-stability-mean-100-var
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4.94,18790.4897959184,96.7,454.975853061225,98.978,2356.27425673973,146.439,1935079.02571894,0.532889498807993,0.196905178235964,0.267440528352975,0,0,0,0,0,0,0,95.4,8.092,27.2766666666667,1452.35773939394,0.488184058049563,0,0,0,0,38.3432653061224,19050.2697959184,19430.0821591837,23811.1160377551,0.221360193439326,0.0902894355591789,0,0,0
5,39.74,21863.7097959184,1284.18,3360.01142857143,1284.702,32982.9544947846,1304.7718,772504.20868986,0.996979359076053,0.000469611099688161,0.959294389593506,0,0,0,0,0,0,0,1281.62,41.36,108.255777777778,1214.81402222222,0.997275280809968,0,0,0,0,13.4616326530612,21640.8608163265,21002.8438734694,17988.0802477143,0.000130467688922871,0.00216570389727181,0,0,0
6,46.08,6841.07795918367,1796.076,3774.23426938776,1793.912,16000.3148803225,1790.7394,333596.456346314,1.00216533393997,0.000262629485503101,1.00138778460916,0,0,0,0,0,0,0,1798.06,53.596,124.928888888889,924.573375757576,1.00454634602484,0,0,0,0,3.46285714285714,6757.98512653061,6706.22475102041,6974.24759759184,8.46368228387616e-05,0.000463831274828721,0,0,0
7,47.22,5485.90857142857,2081.292,2097.03543265306,2078.308,18415.4200445452,2069.5792,170867.450926819,1.00115570677797,0.000186286199501046,1.00866145715132,0,0,0,0,0,0,0,2082.36,44.826,138.300888888889,801.515995959596,1.00491419033314,0,0,0,0,2.01183673469388,5440.63871020408,5503.76973061225,4690.40580751021,5.06264205404192e-05,0.000439889277345911,0,0,0
8,47.8,7288.9587755102,2298.416,7876.61346938776,2300.666,23079.2241344923,2301.2844,79790.1638228575,0.99861222984598,0.000143931949793443,0.998773740223807,0,0,0,0,0,0,0,2296.98,70.56,127.444222222222,699.448973737374,0.997120021641369,0,0,0,0,2.48979591836735,7373.9621877551,7569.85167755102,7164.92350269388,6.77588836113309e-05,0.000444293631719893,0,0,0
9,48.1,5543.68367346939,2478.072,3093.24488163265,2477.04,33632.7421665911,2484.0742,142561.156617312,1.00129801714875,0.000151804288765611,0.998492671906792,0,0,0,0,0,0,0,2479.7,50.004,147.722666666667,756.315836363636,1.00128628272106,0,0,0,0,1.92857142857143,5753.18328163265,6078.34285714286,5918.3420575102,4.11460758137996e-05,0.000350957792054304,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
