run,villages-point-mean,population-point-var,population-stability-mean-5-mean,population-stability-var-5-var,population-stability-mean-10-mean,population-stability-var-10-var,population-stability-mean-100-mean,population-stability-var-100-var,population-trend-5-mean,population-trend-10-var,population-trend-100-mean,matrilocal-point-var,matrilocal-stability-mean-5-mean,matrilocal-stability-var-5-var,matrilocal-stability-mean-10-mean,matrilocal-stability-var-10-var,matrilocal-stability-mean-100-mean,matrilocal-stability-var-100-var,population-point-mean,population-stability-var-5-mean,population-stability-var-10-mean,population-stability-var-100-mean,population-trend-10-mean,matrilocal-point-mean,matrilocal-stability-var-5-mean,matrilocal-stability-var-10-mean,matrilocal-stability-var-100-mean,villages-point-var,population-stability-mean-5-var,population-stability-mean-10-var,population-stability-mean-100-var,population-trend-5-var,population-trend-100-var,matrilocal-stability-mean-5-var,matrilocal-stability-mean-10-var,matrilocal-stability-mean-100-var,growth_rate,warfare_pressure,carrying_capacity,yearly_warfare_mortality,sizeX,allow_matrilocal,matrilocal_pressure,change_residence_pause,sizeY,newborn_male_bias,preferred_marriage_weight
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,100,0.005,5,1,0,0,10,116,0.5
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,100,0.005,5,1,0,0,10,116,0.5
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,100,0.005,5,1,0,0,10,116,0.5
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,100,0.005,5,1,0,0,10,116,0.5
5,34.38,25585.0812244898,1096.784,2242.35698367347,1097.112,12371.1686724112,1112.9758,797133.895753213,1.00063843825965,0.000528265693815911,0.962946371113639,0,0,0,0,0,0,0,1096.98,39.966,88.192,1042.14460808081,0.999778831953332,0,0,0,0,19.7097959183674,25535.6536163265,25575.9618938776,23400.5482166939,0.000178269592115674,0.00249313435949951,0,0,0,0.6,0,100,0.005,5,1,0,0,10,116,0.5
6,45.12,10566.9697959184,1749.412,4391.18734693878,1750.656,18682.6435704712,1757.5558,252102.795046479,0.998866372072513,0.000316707670339729,0.991935927920264,0,0,0,0,0,0,0,1748.64,51.7,149.824888888889,898.217391919192,0.997778992366768,0,0,0,0,4.67918367346939,10603.634955102,10240.8114938776,8171.42251873469,8.7832751564332e-05,0.00095084875763165,0,0,0,0.65,0,100,0.005,5,1,0,0,10,116,0.5
7,47.16,5732.77714285714,2073.196,4666.75153061225,2072.454,22492.9949630134,2071.58,116295.641680089,1.00113217709417,0.000205667644368463,1.00419114338756,0,0,0,0,0,0,0,2074.28,52.73,135.754888888889,750.595903030303,1.00237344218544,0,0,0,0,2.13714285714286,5458.38937142857,5354.60049387755,5221.2972,5.94379292010524e-05,0.000340850605267519,0,0,0,0.7,0,100,0.005,5,1,0,0,10,116,0.5
8,47.8,9011.68816326531,2291.276,5610.50824897959,2292.09,26250.8333293525,2297.3944,133661.832106957,0.999314299396173,0.000200325948209047,0.998767203135948,0,0,0,0,0,0,0,2290.16,56.854,161.094888888889,804.497551515152,0.997611022416386,0,0,0,0,2.48979591836735,8734.85369795918,8366.03724489796,7531.64680881632,6.06116616848397e-05,0.000345105198731782,0,0,0,0.75,0,100,0.005,5,1,0,0,10,116,0.5
9,48.1,6299.4812244898,2485.208,4893.01639183674,2486.108,41738.4643616024,2483.262,106732.634466143,0.998278981023387,0.000186776311858156,1.00021356357071,0,0,0,0,0,0,0,2483.22,68.256,169.530666666667,731.52981010101,0.99939573163201,0,0,0,0,1.92857142857143,6400.59585306123,6269.54156734694,5304.73024897959,5.43955885999514e-05,0.000285832314267318,0,0,0,0.8,0,100,0.005,5,1,0,0,10,116,0.5
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,100,100,0.005,5,1,0,0,10,116,0.5
