run,villages-point-mean,population-point-var,population-stability-mean-5-mean,population-stability-var-5-var,population-stability-mean-10-mean,population-stability-var-10-var,population-stability-mean-100-mean,population-stability-var-100-var,population-trend-5-mean,population-trend-10-var,population-trend-100-mean,matrilocal-point-var,matrilocal-stability-mean-5-mean,matrilocal-stability-var-5-var,matrilocal-stability-mean-10-mean,matrilocal-stability-var-10-var,matrilocal-stability-mean-100-mean,matrilocal-stability-var-100-var,population-point-mean,population-stability-var-5-mean,population-stability-var-10-mean,population-stability-var-100-mean,population-trend-10-mean,matrilocal-point-mean,matrilocal-stability-var-5-mean,matrilocal-stability-var-10-mean,matrilocal-stability-var-100-mean,villages-point-var,population-stability-mean-5-var,population-stability-mean-10-var,population-stability-mean-100-var,population-trend-5-var,population-trend-100-var,matrilocal-stability-mean-5-var,matrilocal-stability-mean-10-var,matrilocal-stability-mean-100-var,growth_rate,warfare_pressure,carrying_capacity,yearly_warfare_mortality,sizeX,allow_matrilocal,matrilocal_pressure,change_residence_pause,sizeY,newborn_male_bias,preferred_marriage_weight
1,0,0,0.06,0.124914285714286,0.218,16.5901400352734,338.5524,21518722.671953,0,0,0,0,0,0,0,0,0,0,0,0.072,0.746888888888889,355105.526456566,0,0,0,0,0,0,0.0722448979591837,0.916608163265306,446.202920653061,0,0,0,0,0,0.4,0,100,0.005,5,1,0,0,10,116,0.5
2,6.08,1168.15346938776,54.248,1687.02613877551,64.638,15964.1411451247,522.846,167597516.108968,0.680311056386167,0.0363156645169555,0.0115584651464296,0,0,0,0,0,0,0,46.64,48.728,188.085555555556,332109.071886869,0.484937914207522,0,0,0,0,11.2587755102041,1290.70622040816,1453.40199591837,1796.91909795918,0.0420723823809677,7.17428946638333e-05,0,0,0,0.45,0,100,0.005,5,1,0,0,10,116,0.5
3,28.2,8941.56775510204,451.592,5592.43469795918,465.77,47804.7407722348,829.8594,312138898.210899,0.950527653940418,0.00234911713009802,0.109120598518938,0,0,0,0,0,0,0,440.94,100.614,344.174444444444,241488.144870707,0.893755470561978,0,0,0,0,22.2857142857143,8733.75340408163,8661.96336734694,3288.94307106122,0.000796107540585304,0.00055044057912126,0,0,0,0.5,0,100,0.005,5,1,0,0,10,116,0.5
4,41.44,5953.5612244898,1023.288,7155.58357551021,1028.51,47576.7978191484,1190.257,88458781.0245582,0.993237695509016,0.000638490438127834,0.252172082160578,0,0,0,0,0,0,0,1019.7,46.364,138.350444444444,159416.161937374,0.981858095929611,0,0,0,0,4.61877551020408,5849.21005714286,5732.51683673469,3024.6120744898,0.000203138652428328,0.000368272821042344,0,0,0,0.55,0,100,0.005,5,1,0,0,10,116,0.5
5,45.6,8607.69632653061,1493.848,1590.22417959184,1494.046,7780.6173196775,1522.724,43861564.9958448,1.00052154820316,0.000286139577965979,0.369096054684493,0,0,0,0,0,0,0,1494.24,43.052,91.2842222222222,121995.75480404,1.00111709086822,0,0,0,0,4.48979591836735,8688.5952,8785.7551877551,5526.70629387755,0.000108154932239294,0.000530718128961109,0,0,0,0.6,0,100,0.005,5,1,0,0,10,116,0.5
6,46.84,5494.96979591837,1825.328,4079.99193877551,1826.848,25407.1203353993,1795.2216,13909903.9462177,0.999959935694745,0.000284139023300252,0.4504714351815,0,0,0,0,0,0,0,1825.64,49.99,140.702666666667,108326.31809697,0.998092710489085,0,0,0,0,2.05551020408163,5326.91062857143,5265.25356734694,3426.15997697959,8.14728434955367e-05,0.000338853450896804,0,0,0,0.65,0,100,0.005,5,1,0,0,10,116,0.5
7,47.36,5290.91265306123,2088.62,1726.12082040816,2087.302,30077.4619461325,2025.9058,7055402.51840771,0.999733275628342,0.000219430772999953,0.514922132436605,0,0,0,0,0,0,0,2088.16,43.014,147.750444444444,102260.024713131,1.00224769071024,0,0,0,0,1.86775510204082,5051.55959183673,4924.0402,3474.56944934694,4.86844493399514e-05,0.000332927555132186,0,0,0,0.7,0,100,0.005,5,1,0,0,10,116,0.5
8,47.84,5862.7106122449,2299.052,2654.55671836735,2296.732,29567.5338271605,2230.1568,4882523.15603954,1.0014184368482,0.000206562652840892,0.566139790412277,0,0,0,0,0,0,0,2300.06,61.096,176.722222222222,100483.025656566,1.00229559994186,0,0,0,0,2.21877551020408,6117.77601632653,6093.65936326531,4684.61838138775,6.03833694897458e-05,0.000365120500474878,0,0,0,0.75,0,100,0.005,5,1,0,0,10,116,0.5
9,48.1,5771.03714285714,2482.572,3698.06694285714,2482.212,38417.9562985135,2408.2374,9456261.02629724,1.00048743047225,0.000174282213852745,0.610890684169702,0,0,0,0,0,0,0,2482.94,65.714,177.525777777778,100303.042947475,0.999995373112933,0,0,0,0,1.92857142857143,5486.98124081632,5245.83862857143,4483.17645228572,5.3980032820313e-05,0.000367269359548276,0,0,0,0.8,0,100,0.005,5,1,0,0,10,116,0.5
10,0,0,0,0,0.068,1.3240062484253,338.2894,17900074.2889719,0,0,0,0,0,0,0,0,0,0,0,0,0.192,354674.756531313,0,0,0,0,0,0,0,0.133240816326531,387.988042489796,0,0,0,0,0,0.4,100,100,0.005,5,1,0,0,10,116,0.5
