run,villages-point-mean,population-point-var,population-stability-mean-5-mean,population-stability-var-5-var,population-stability-mean-10-mean,population-stability-var-10-var,population-stability-mean-100-mean,population-stability-var-100-var,population-trend-5-mean,population-trend-10-var,population-trend-100-mean,matrilocal-point-var,matrilocal-stability-mean-5-mean,matrilocal-stability-var-5-var,matrilocal-stability-mean-10-mean,matrilocal-stability-var-10-var,matrilocal-stability-mean-100-mean,matrilocal-stability-var-100-var,population-point-mean,population-stability-var-5-mean,population-stability-var-10-mean,population-stability-var-100-mean,population-trend-10-mean,matrilocal-point-mean,matrilocal-stability-var-5-mean,matrilocal-stability-var-10-mean,matrilocal-stability-var-100-mean,villages-point-var,population-stability-mean-5-var,population-stability-mean-10-var,population-stability-mean-100-var,population-trend-5-var,population-trend-100-var,matrilocal-stability-mean-5-var,matrilocal-stability-mean-10-var,matrilocal-stability-mean-100-var
1,46.34,7792.26489795919,2005.448,596272.102628572,2091.382,4569535.66051343,3470.5688,4706503922.8272,0.933276407453029,0.000211727392644784,0.281615844240666,0,1,0,1,0,0.96884,5.01597080580049e-06,1935.98,3079.868,11044.0624444444,1498640.61060606,0.861059093050571,1,0,0,0.00485292606060606,1.73918367346939,7431.81315918367,7168.48966938776,3230.63261893877,8.02714506214755e-05,0.000167560698126879,0,0,8.19771428571427e-05
2,50,8805.52,6546.32,135631.975412245,6576.028,2749018.71277884,7000.9326,1085921420.50417,0.995668794380136,9.65447553193438e-05,0.754648119334006,0,1,0,1,0,0.9662,6.01582933345061e-06,6532.48,339.236,1995.856,246124.039682828,0.983193314699592,1,0,0,0.00489694383838384,0,9131.43346938776,8615.61307755104,3010.75303187755,2.73082290536388e-05,0.000128284258072843,0,0,0.000125209795918367
3,50,8214.13714285714,9751.564,189382.113163265,9763.792,1315731.70941114,9880.3486,37313417.0516233,1.00066125893994,6.95251256898438e-05,0.941491371038412,0,1,0,1,0,0.970876,5.63737819927846e-06,9756.16,392.35,1389.83466666667,19936.5886969697,0.995011670964925,1,0,0,0.00418752404040404,0,7935.24684081633,7425.62197551019,1607.93496738775,2.28532860308793e-05,0.000100093924556931,0,0,0.000132228391836735
4,50,5300.23714285714,11955.1,498058.609159184,11959.09,1977899.93422832,12009.93,10446580.1335049,1.0017636264664,6.40185548643274e-05,1.00110504545318,0,1,0,0.99988,1.74222222222223e-10,0.96734,5.55139217132779e-06,11966.26,544.932,1533.60733333333,6057.95156363636,0.998137498044907,1,0,1.86666666666667e-06,0.0047281898989899,0,5143.36367346939,4692.97887755103,1245.86148163265,1.86292801616369e-05,5.17494017742963e-05,0,7.20000000000001e-07,0.000124098367346939
5,50,6203.15959183674,13589,285873.551983674,13598.534,1512372.44630129,13634.2806,9266096.4159776,1.00147922900772,3.94201604125904e-05,1.01395868797525,0,1,0,1,0,0.967884,5.63374013530548e-06,13600.94,521.484,1562.93355555556,8054.58015151515,0.997219854161544,1,0,0,0.00480633777777778,0,6668.49469387755,6111.88228979592,1323.10644248979,1.3763938159204e-05,4.14978330734611e-05,0,0,0.000135640963265306
6,40,9347.51020408163,1797.628,2359412.05756735,1952.818,20237492.2239587,3459.142,4664839835.62779,0.870324816414821,0.000264718185064985,0.243197811300153,0,1,0,1,0,0.970396,4.86183997630496e-06,1674.2,9868.472,35263.2184444444,1539435.1286101,0.751814613451893,1,0,0,0.00427225777777778,2.69387755102041,9162.42450612245,9109.49415918367,4383.89970612245,0.000138593747732185,0.000191860225955796,0,0,0.000100477534693877
7,50,6522.86693877551,6438.12,630171.584493878,6502.448,8901793.48650965,7010.4614,680138411.146872,0.98661702544388,6.32855235069667e-05,0.738422808384535,0,1,0,1,0,0.969824,4.1103126312532e-06,6394.48,1350.714,6759.32133333333,250257.709783838,0.963767395512223,1,0,0,0.00422513292929293,0,7481.43510204082,8060.85928163266,3094.26431024489,2.15082167085976e-05,0.000103112180254032,0,0,9.33545142857143e-05
8,50,7729.40775510204,9638.68,111812.609342857,9671.302,6134764.43524439,9874.6296,43834877.0438737,0.998533436364982,6.28402034702403e-05,0.929230978240515,0,1,0,1,0,0.967644,5.10820294930738e-06,9632.98,320.838,2835.67666666667,22788.5267151515,0.986905009721369,1,0,0,0.00482215191919192,0,7591.16244897959,7211.46305714287,1508.67852636735,1.77445003020871e-05,8.1682650330984e-05,0,0,0.000118080473469388
9,50,6715.04857142857,11890.68,289735.488016327,11915.418,6756731.28844691,12000.897,16878986.1765961,0.999574718028687,5.46887524813104e-05,0.994273873326757,0,1,0,1,0,0.971504,4.22462346351164e-06,11889.18,539.912,2487.98022222222,7155.25006666667,0.991558216704428,1,0,0,0.00434620606060606,0,6617.21632653062,6497.79293469387,1428.43431122449,2.09138651834782e-05,5.57277009316932e-05,0,0,9.3014269387755e-05
10,50,5023.0187755102,13547.832,383956.657404082,13558.456,2416329.13545901,13632.3038,5737398.30446978,1.00218714501507,3.44654124534684e-05,1.01173194434333,0,1,0,1,0,0.966844,4.4823531343842e-06,13564.04,518.012,1695.52133333333,7578.59445454545,0.996188813580624,1,0,0,0.00484943111111111,0,4856.9818122449,4235.18659591837,666.175709755106,1.1153378782179e-05,4.23307685544943e-05,0,0,8.2431493877551e-05
11,37.24,9157.22489795918,1681.436,7530163.44073878,1870.996,55691590.0141799,3450.544,6333802520.84937,0.825962033462256,0.00048163883215717,0.221426097985161,0,1,0,1,0,0.96828,3.84527272375055e-06,1522.14,16131.426,53057.1666666667,1575267.0545697,0.689679223229586,1,0,0,0.00483669171717172,2.63510204081633,9263.33990204081,8679.2020244898,2923.53310204081,0.000239152102774748,0.000195431673436239,0,0,9.54253061224491e-05
12,49.96,10452.1404081633,6235.456,3576293.68744898,6364.726,36835534.8734563,6986.1148,1350429545.50243,0.96797501448604,5.91379138075655e-05,0.707845372162598,0,1,0,1,0,0.968148,6.37667595275018e-06,6131.68,6553.33,25332.2326666667,271928.325551515,0.927780148621454,1,0,0,0.00476710545454546,0.0391836734693878,11413.2000653061,11181.8668612245,2980.57155608163,1.8998319104427e-05,0.000135080258335888,0,0,0.000126056832653061
13,50,5916.24489795918,9512.164,1214614.70166939,9587.708,20336338.9613404,9863.366,69854347.6374585,0.991643629483763,5.05494694531288e-05,0.913853224386272,0,1,0,1,0,0.967396,3.47323264948908e-06,9473.6,1324.342,9641.79333333333,28430.2262868687,0.97096731540095,1,0,0,0.00484774222222222,0,7009.31377959183,8764.55177142858,2427.96165306122,2.01596573946493e-05,6.28641711908772e-05,0,0,7.02391673469388e-05
14,50,5742.36897959184,11780.332,730352.468526531,11833.476,14599308.8316755,11994.6842,23659265.3536645,0.996636010178226,4.55140059223078e-05,0.9841252492471,0,1,0,1,0,0.96946,6.21308322999511e-06,11761.72,721.162,5733.29111111111,10210.6417878788,0.983052387330462,1,0,0,0.00456827232323232,0,5561.32671020409,5838.21982040815,1167.13989832654,1.80451610836272e-05,5.11595495052395e-05,0,0,0.000128815102040816
