run,villages-point-mean,population-point-var,population-stability-mean-5-mean,population-stability-var-5-var,population-stability-mean-10-mean,population-stability-var-10-var,population-stability-mean-100-mean,population-stability-var-100-var,population-trend-5-mean,population-trend-10-var,population-trend-100-mean,matrilocal-point-var,matrilocal-stability-mean-5-mean,matrilocal-stability-var-5-var,matrilocal-stability-mean-10-mean,matrilocal-stability-var-10-var,matrilocal-stability-mean-100-mean,matrilocal-stability-var-100-var,population-point-mean,population-stability-var-5-mean,population-stability-var-10-mean,population-stability-var-100-mean,population-trend-10-mean,matrilocal-point-mean,matrilocal-stability-var-5-mean,matrilocal-stability-var-10-mean,matrilocal-stability-var-100-mean,villages-point-var,population-stability-mean-5-var,population-stability-mean-10-var,population-stability-mean-100-var,population-trend-5-var,population-trend-100-var,matrilocal-stability-mean-5-var,matrilocal-stability-mean-10-var,matrilocal-stability-mean-100-var,growth_rate,warfare_pressure,carrying_capacity,yearly_warfare_mortality,sizeX,allow_matrilocal,matrilocal_pressure,change_residence_pause,sizeY,newborn_male_bias,preferred_marriage_weight
1,0,0,0,0,0.122,62.8302186444948,790.1368,1619166062.26226,0,0,0,0,0,0,0.01,0.00160045351473923,0.8094,0.00156446177295528,0,0,1.17088888888889,540004.580278788,0,0,0,0.00733333333333333,0.151933333333333,0,0,0.629914285714286,5005.95674465306,0,0,0,0.00336734693877551,0.00393636734693878,0.4,100,500,0.005,5,1,0.1,0,10,116,0.5
2,47.34,21800.7514285714,5982.72,222590.665730612,6004.586,2146193.9855158,6302.2944,376816873.1815,0.993680182046066,0.000124346258443055,0.897574737418057,0,1,0,1,0,1,0,5963.06,449.672,1286.58155555556,40350.3998909091,0.987442441628918,1,0,0,0,1.98408163265306,20335.3387755102,19029.2277591837,5833.25126187756,3.73378387094844e-05,0.000566111719684639,0,0,0,0.5,100,500,0.005,5,1,0.1,0,10,116,0.5
3,50,8204.87510204082,9740.972,127429.085065306,9737.182,1372763.46979899,9742.2514,5401293.81085481,1.00093705013573,5.9853302518312e-05,0.993953447319123,0,1,0,1,0,1,0,9745.32,278.306,840.692666666667,5265.81504848485,1.00131836854589,1,0,0,0,0,7353.34532244898,6207.70354693877,2314.11153065306,1.48253716303161e-05,0.000165426626292707,0,0,0,0.6,100,500,0.005,5,1,0.1,0,10,116,0.5
4,50,6744.86897959184,11968.528,819090.904832653,11970.446,7387529.06244016,11981.1032,8165345.79790603,1.00007248594622,8.49225812618442e-05,0.998388119196519,0,1,0,1,0,0.999988,2.76481175390267e-12,11969.22,558.092,1695.39444444444,5831.11584646465,0.99974422172863,1,0,0,2.35151515151516e-07,0,6116.3343020408,5411.85314693878,1170.39618546939,2.32534656191133e-05,8.16258671636013e-05,0,0,7.20000000000108e-09,0.7,100,500,0.005,5,1,0.1,0,10,116,0.5
5,50,5095.32408163265,13617.272,382900.616020408,13619.54,2725626.78855127,13622.9402,5350060.67297709,0.999725746982857,4.388800744973e-05,0.998286572712892,0,1,0,1,0,1,0,13615.32,514.77,1267.54444444444,5028.42156161616,0.999641086347631,1,0,0,0,0,5041.01022040817,4271.18204081632,699.488650979586,1.53460533872372e-05,5.87449600349729e-05,0,0,0,0.8,100,500,0.005,5,1,0.1,0,10,116,0.5
6,0,0,0,0,0,0,427.3356,2532640555.90364,0,0,0,0,0,0,0,0,0.4386,1.80221551736704e-05,0,0,0,455199.588145455,0,0,0,0,0.247408080808081,0,0,0,1483.11827412245,0,0,0,0,0.00132248979591837,0.4,200,500,0.005,5,1,0.1,0,10,116,0.5
7,28.12,14321.5546938776,3403.244,1360967.45763673,3492.496,12714521.9341597,5057.2254,8221157167.65388,0.957451519805131,0.000165789558256516,0.501710820557337,0,1,0,1,0,1,0,3328.42,3556.046,12075.2244444444,974782.693048485,0.911215196967761,1,0,0,0,1.33224489795918,13483.7670040816,12635.9101877551,4700.31885391837,5.62715047625318e-05,0.000361259097238303,0,0,0,0.5,200,500,0.005,5,1,0.1,0,10,116,0.5
8,48.4,27960.9310204082,8946.576,410267.998371429,8968.52,3094741.16514507,9350.5232,634474426.359028,0.996350068273597,6.30536902282956e-05,0.914867266740904,0,1,0,1,0,1,0,8929.74,493.614,1475.98088888889,57313.5097292929,0.991094891219721,1,0,0,0,0.897959183673469,27888.9071673469,27325.7171428571,5497.5653364898,2.15048885511366e-05,0.000295693768589336,0,0,0,0.6,200,500,0.005,5,1,0.1,0,10,116,0.5
9,50,7137.72448979592,11842.452,183884.004444898,11841.504,1052173.24958428,11856.8584,11764285.9557351,0.999839703859821,4.54115097814189e-05,0.987598501411007,0,1,0,1,0,1,0,11841.3,350.338,983.926666666667,6097.81437171717,0.999977956976948,1,0,0,0,0,7212.81764897959,7185.25712653062,1170.26706269388,1.40568763400525e-05,0.00012497895841295,0,0,0,0.7,200,500,0.005,5,1,0.1,0,10,116,0.5
10,50,5083.88775510204,13579.404,321136.67135102,13576.104,1555969.73676513,13565.9198,3794294.84347359,0.999460102397283,3.94271256422921e-05,0.99694823853605,0,1,0,1,0,1,0,13574.3,551.674,1141.36355555556,4343.47468484849,1.00056057559859,1,0,0,0,0,4165.56488163266,3542.94488163265,603.066357102041,1.65167082421543e-05,4.68478073040498e-05,0,0,0,0.8,200,500,0.005,5,1,0.1,0,10,116,0.5
11,0,0,0,0,0,0,333.4306,1840670487.9783,0,0,0,0,0,0,0,0,0.3404,3.11144593741996e-05,0,0,0,389111.750458586,0,0,0,0,0.22649696969697,0,0,0,630.450030244898,0,0,0,0,0.000301877551020408,0.4,300,500,0.005,5,1,0.1,0,10,116,0.5
12,2.36,8415.38775510204,180.592,21996443.5007388,341.598,208812712.829692,3524.1462,38595903520.863,0.257332709219597,0.00965812495564906,0.0139664105639575,0.137142857142857,0.948,0.00811836734693878,0.974,0.00335303602922651,0.9974,4.67200181572476e-05,92.8,6810.074,39621.3802222222,3769704.46121818,0.121884746766775,0.84,0.038,0.0228888888888889,0.00257171717171717,3.62285714285714,15250.2758530612,20754.5287714286,9336.54716281633,0.0283160136284521,0.00018787000547778,0.0192816326530612,0.00482040816326531,4.82040816326532e-05,0.5,300,500,0.005,5,1,0.1,0,10,116,0.5
13,30.92,27930.8163265306,5667.7,3150877.12489796,5777.268,26303981.0104014,7812.095,24455554903.5411,0.969891939185205,9.05149363686091e-05,0.572047062585971,0,1,0,1,0,1,0,5581.2,4899.3,18265.4617777778,1596119.65591717,0.933072458874644,1,0,0,0,1.38122448979592,27862.1326530612,28136.5475265306,9384.67001734694,2.83077318853874e-05,0.000310640895004154,0,0,0,0.6,300,500,0.005,5,1,0.1,0,10,116,0.5
14,48.02,52934.9044897959,10867.464,868846.970759184,10906.616,11947439.4089804,11397.6074,1353228413.35215,0.994160614068367,7.79262750752325e-05,0.905618231345594,0,1,0,1,0,1,0,10835.44,1023.716,3510.82711111111,86745.4282161616,0.987285227379477,1,0,0,0,1.20367346938776,46996.0121469388,40233.020555102,5645.28135840817,1.851143260293e-05,0.000347709436389016,0,0,0,0.7,300,500,0.005,5,1,0.1,0,10,116,0.5
15,50,2825.69836734694,13399.8,166794.292097959,13398.314,912366.992380398,13413.857,3662926.30526431,1.00001697150975,3.59511544957289e-05,0.986189589797268,0,1,0,1,0,1,0,13399.34,402.412,991.429111111111,4195.29012323232,1.00022055350929,1,0,0,0,0,2359.46775510205,1831.05020816327,730.298498979591,1.19309735246313e-05,3.87650444084058e-05,0,0,0,0.8,300,500,0.005,5,1,0.1,0,10,116,0.5
16,32.68,17647.326122449,2629.608,287827.226322449,2683.978,2060079.50099274,3733.4964,5390828593.43216,0.966699235043499,0.000104678161062913,0.517941379911215,0,1,0,1,0,1,0,2585.02,1300.702,4518.346,498927.485127273,0.928886708700377,1,0,0,0,2.58938775510204,17965.7272816327,17775.7735877551,13842.9127663674,4.47932524263219e-05,0.000557169441124172,0,0,0,0.4,100,1000,0.005,5,1,0.1,0,10,116,0.5
17,50,23462.7302040816,13626.24,441865.91755102,13630.502,3909825.59842827,13666.1884,101223796.757171,0.999080317431287,6.64368214826525e-05,0.992286648895048,0,1,0,1,0,1,0,13619.38,591.82,1739.78422222222,13609.1687070707,0.99885025491734,1,0,0,0,0,22014.7412244898,20361.6002,6580.49784228569,1.83852354157612e-05,0.000193994557903474,0,0,0,0.5,100,1000,0.005,5,1,0.1,0,10,116,0.5
18,50,16180.986122449,19858.052,1386660.13236327,19853.472,7060851.08068007,19848.003,45870857.7708636,1.0002213299179,3.72521168821986e-05,1.00073638776268,0,1,0,1,0,1,0,19858.56,979.222,2237.944,13920.7761878788,1.00056739510131,1,0,0,0,0,14197.4119346938,12361.6567510204,5318.70792346935,1.45679976970126e-05,8.02822820815105e-05,0,0,0,0.6,100,1000,0.005,5,1,0.1,0,10,116,0.5
