run,villages-point-mean,population-point-var,population-stability-mean-5-mean,population-stability-var-5-var,population-stability-mean-10-mean,population-stability-var-10-var,population-stability-mean-100-mean,population-stability-var-100-var,population-trend-5-mean,population-trend-10-var,population-trend-100-mean,matrilocal-point-var,matrilocal-stability-mean-5-mean,matrilocal-stability-var-5-var,matrilocal-stability-mean-10-mean,matrilocal-stability-var-10-var,matrilocal-stability-mean-100-mean,matrilocal-stability-var-100-var,population-point-mean,population-stability-var-5-mean,population-stability-var-10-mean,population-stability-var-100-mean,population-trend-10-mean,matrilocal-point-mean,matrilocal-stability-var-5-mean,matrilocal-stability-var-10-mean,matrilocal-stability-var-100-mean,villages-point-var,population-stability-mean-5-var,population-stability-mean-10-var,population-stability-mean-100-var,population-trend-5-var,population-trend-100-var,matrilocal-stability-mean-5-var,matrilocal-stability-mean-10-var,matrilocal-stability-mean-100-var,growth_rate,warfare_pressure,carrying_capacity,yearly_warfare_mortality,sizeX,allow_matrilocal,matrilocal_pressure,change_residence_pause,sizeY,newborn_male_bias,preferred_marriage_weight
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,100,500,0.005,5,1,0.1,0,10,116,0.5
2,20,78742.5616326531,2268.76,85919.4920653061,2295.02,698493.741001562,2757.7876,772719010.96751,0.981895175799881,0.000260508901261507,0.689514644736593,0,1,0,1,0,1,0,2248.64,332.376,1188.10711111111,93396.7701858586,0.959826893499107,1,0,0,0,5.10204081632653,78384.1730612245,78628.1175510204,69870.0587777959,8.420509350249e-05,0.00246245227797627,0,0,0,0.5,100,500,0.005,5,1,0.1,0,10,116,0.5
3,50,4799.38775510204,9725.776,194208.678077551,9729.004,2318902.15390557,9736.2546,10413245.9090861,0.999543098399519,9.54682896809328e-05,0.998209032012433,0,1,0,1,0,1,0,9723.8,408.122,1260.75822222222,5997.97543232323,0.998869387719826,1,0,0,0,0,4419.92267755101,5000.38120816326,1952.59275595918,2.51487289025139e-05,0.000120930342908671,0,0,0,0.6,100,500,0.005,5,1,0.1,0,10,116,0.5
4,50,6053.15469387755,11989.204,274210.634873469,11988.954,1863288.90685619,11980.866,8941902.71159808,0.999998247635449,4.96658986289204e-05,1.0009659783509,0,1,0,1,0,1,0,11989.22,500.668,1144.38511111111,5334.9077050505,0.99997090692298,1,0,0,0,0,5994.72243265306,5393.09518775512,1184.53491428572,1.87980345382926e-05,8.83498479811453e-05,0,0,0,0.7,100,500,0.005,5,1,0.1,0,10,116,0.5
5,50,6159.7506122449,13649.148,405932.960963265,13647.164,1379506.1801554,13631.64,3710065.56570936,1.00033053139751,3.50370651645415e-05,1.00116865455369,0,1,0,1,0,1,0,13652.38,407.416,1088.32133333333,4555.44453737374,1.00093813895693,1,0,0,0,0,5484.14009795918,4620.71826938775,1034.46643673469,1.23682756771626e-05,4.62853698369176e-05,0,0,0,0.8,100,500,0.005,5,1,0.1,0,10,116,0.5
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,200,500,0.005,5,1,0.1,0,10,116,0.5
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,200,500,0.005,5,1,0.1,0,10,116,0.5
8,23.68,412740.066938776,4070.736,332887.426791837,4105.748,4349734.2194576,4758.8686,4948254055.46861,0.985740956823992,0.000349742168977898,0.738186176749177,0,1,0,1,0,1,0,4042.88,638.088,2318.81288888889,182512.359864646,0.967681706976505,1,0,0,0,11.7730612244898,405577.775412245,396807.229485714,299926.726395959,8.71283725786731e-05,0.0041762226691276,0,0,0,0.6,200,500,0.005,5,1,0.1,0,10,116,0.5
9,50,5859.60653061225,11852.932,342989.086159184,11854.414,1891885.55062741,11854.7926,6390669.74559,0.999107574673326,5.08629058909447e-05,1.00043445241034,0,1,0,1,0,1,0,11847.16,409.258,1097.30155555556,4678.95024444445,0.999444667239205,1,0,0,0,0,5442.84181224488,5156.59510612243,1091.59637065306,1.52658250323751e-05,8.79128310966545e-05,0,0,0,0.7,200,500,0.005,5,1,0.1,0,10,116,0.5
10,50,4012.36897959184,13586.756,131779.796146939,13589.78,661700.522378433,13562.4388,4511092.299628,0.999808199708115,2.72938952546237e-05,1.00243480188551,0,1,0,1,0,1,0,13584.72,382.976,916.751111111111,4481.08844040404,0.999352210902067,1,0,0,0,0,4827.30986122448,4731.49755102041,904.214182204079,1.06756542199462e-05,4.23036952788804e-05,0,0,0,0.8,200,500,0.005,5,1,0.1,0,10,116,0.5
