run,villages-point-mean,population-point-var,population-stability-mean-5-mean,population-stability-var-5-var,population-stability-mean-10-mean,population-stability-var-10-var,population-stability-mean-100-mean,population-stability-var-100-var,population-trend-5-mean,population-trend-10-var,population-trend-100-mean,matrilocal-point-var,matrilocal-stability-mean-5-mean,matrilocal-stability-var-5-var,matrilocal-stability-mean-10-mean,matrilocal-stability-var-10-var,matrilocal-stability-mean-100-mean,matrilocal-stability-var-100-var,population-point-mean,population-stability-var-5-mean,population-stability-var-10-mean,population-stability-var-100-mean,population-trend-10-mean,matrilocal-point-mean,matrilocal-stability-var-5-mean,matrilocal-stability-var-10-mean,matrilocal-stability-var-100-mean,villages-point-var,population-stability-mean-5-var,population-stability-mean-10-var,population-stability-mean-100-var,population-trend-5-var,population-trend-100-var,matrilocal-stability-mean-5-var,matrilocal-stability-mean-10-var,matrilocal-stability-mean-100-var
1,48.84,6972.63714285714,2142.08,534949.782857143,2210.754,2541659.04093973,3737.0542,6318351034.31803,0.937132052611297,0.000154833219978141,0.246872494019594,0,0,0,0,0,0,0,2072.66,3076.54,6980.34422222222,2262890.42468889,0.896464400592303,0,0,0,0,1.19836734693878,6835.23428571428,6774.57926938776,2576.31879628572,5.91912118990958e-05,9.87621111219432e-05,0,0,0
2,50,8921.24734693878,6623.852,750463.305567347,6652.912,3493116.88057163,7140.526,1192205580.38281,0.991137335969986,0.000102124932016655,0.703987940508233,0,0,0,0,0,0,0,6596.76,864.912,1877.99644444444,435745.567309091,0.986022425777196,0,0,0,0,0,8324.6739755102,7430.76271020409,2784.28784489797,3.78932253442368e-05,0.000101246425016794,0,0,0
3,50,6799.74040816327,9778.172,218400.197126531,9799.25,1813642.10680902,9910.3148,47818325.829717,0.99565953533065,6.48506463742968e-05,0.947157168331401,0,0,0,0,0,0,0,9761.12,544.704,1552.71222222222,30002.5690181818,0.994585756251396,0,0,0,0,0,6424.72164897961,5769.25153061225,1327.91017648979,1.40254615007844e-05,6.28535718445233e-05,0,0,0
4,50,8387.14326530612,11972.548,709766.516085714,11995.796,3508024.89008133,11992.5576,9661177.13811733,0.996365260120097,6.34680330204604e-05,1.06831853390244,0,0,0,0,0,0,0,11954.86,755.394,2057.57911111111,18657.4072040404,0.99468622051331,0,0,0,0,0,7540.69030204081,6689.92773877551,888.635051265299,1.74690608087316e-05,7.19039418848611e-05,0,0,0
5,50,7446.3106122449,13611.26,637867.814514286,13630.72,3674709.55932598,13597.1026,23085349.4443293,0.998035966655602,4.20300999757493e-05,1.13024629367901,0,0,0,0,0,0,0,13602.66,549.076,1682.86088888889,59030.7801151515,0.996672207296623,0,0,0,0,0,6784.97510204081,6037.86,772.047917591835,1.25377818047779e-05,5.22849076510596e-05,0,0,0
6,47.56,9411.51020408163,2118.124,2222978.75732245,2219.46,7277732.73863119,3757.337,9022436583.5296,0.893744738650467,0.000198403604917461,0.238014137327228,0,0,0,0,0,0,0,1997.8,8851.468,15699.3573333333,2239155.68053535,0.849640669979911,0,0,0,0,1.92489795918367,9150.65124897959,8710.56612244898,3724.58418469388,9.31455137521384e-05,0.000133263957398897,0,0,0
7,50,9272.57142857143,6561.648,2203723.73424082,6618.504,15016873.4374555,7137.3952,1209792197.98378,0.980736864283985,0.000122392970111133,0.693911593824512,0,0,0,0,0,0,0,6502.4,2764.162,5479.26355555556,440900.323668687,0.97374369262307,0,0,0,0,0,8707.20254693877,7692.09467755102,2471.21610710204,2.88965293639721e-05,0.000104212185979563,0,0,0
8,50,8788.49959183674,9737.172,2571611.96890204,9781.278,17772278.1110487,9907.0174,51800234.8985415,0.989939037153991,8.98200999341004e-05,0.940953917442494,0,0,0,0,0,0,0,9693.48,1999.774,4085.14066666667,30932.9635656566,0.987129300834107,0,0,0,0,0,8932.93389387756,8942.49603673469,1428.45751759184,2.69891196293556e-05,8.53033814935398e-05,0,0,0
9,50,8468.55551020408,11922.076,2056150.03448571,11968.794,13098565.4286041,11988.753,12216809.95448,0.99261596097628,5.11339039310456e-05,1.06206820613337,0,0,0,0,0,0,0,11884.34,1647.798,4166.94422222222,19093.6253434343,0.989006320125129,0,0,0,0,0,8169.16716734691,6843.29975918367,1139.66051122448,1.49974164216012e-05,6.85195232187117e-05,0,0,0
10,50,5740.63836734694,13573.688,2382808.81561224,13617.822,13935877.7937258,13592.3194,23377377.1313546,0.994114214992931,4.16035264446078e-05,1.12506864848215,0,0,0,0,0,0,0,13541.12,1569.57,3901.282,58301.4083939394,0.991296397588784,0,0,0,0,0,6082.13740408164,5488.24950612246,874.971707795916,1.5610495602443e-05,4.28576455673632e-05,0,0,0
11,45.8,7275.17918367347,2048.892,6319482.85151429,2179.506,17337657.5449395,3744.264,7349380385.91732,0.865539081607123,0.00023325851395439,0.22661078301564,0,0,0,0,0,0,0,1901.62,13567.246,25474.7633333333,2249162.2454303,0.810706944396417,0,0,0,0,2.24489795918367,7308.16687346939,7289.52139183673,3012.35400816327,0.000137899092451882,0.00010337771669943,0,0,0
12,50,11046.607755102,6521.896,4576779.88718776,6612.532,22663123.0712131,7139.5814,1657110678.98423,0.967646282603717,8.56107012995218e-05,0.68481017794195,0,0,0,0,0,0,0,6417.62,7337.666,12893.9613333333,436575.150874748,0.956674305522989,0,0,0,0,0,10949.8697795918,10432.2079346939,2293.37143677551,2.0155868964516e-05,0.000128793437932545,0,0,0
13,50,7163.26530612245,9682.408,4632123.02240408,9758.394,20979191.0558781,9906.3846,42416127.2939965,0.982396451635697,6.5016973100116e-05,0.932087556440709,0,0,0,0,0,0,0,9602.6,4922.462,9418.55711111111,31072.6216383838,0.976426704710296,0,0,0,0,0,7114.34279183674,6465.90751428573,1344.90781718367,1.50118853271011e-05,6.4591471020911e-05,0,0,0
14,50,5165.50571428571,11877.46,3303548.40392245,11949.302,26566050.7302448,11989.8428,16508308.9337779,0.987729967590657,4.38693680151161e-05,1.05587280342894,0,0,0,0,0,0,0,11812.38,3703.666,8285.86022222222,20208.6760646465,0.982710995020597,0,0,0,0,0,5957.87306122449,6210.28224081634,549.424881795913,1.07554210671522e-05,4.50515602135083e-05,0,0,0
15,50,3889.47959183673,13515.648,4627402.34204082,13580.318,41532588.5477687,13591.6456,18980107.9331321,0.991178009758941,4.7423860582024e-05,1.11877845873746,0,0,0,0,0,0,0,13463.1,2740.88,7225.03533333333,59337.3161939394,0.986458361495151,0,0,0,0,0,4702.21642448979,4535.50722040817,535.803029224493,1.40282736731618e-05,2.76580898013293e-05,0,0,0
16,50,13886.392244898,4917.932,1503483.58202449,4989.19,9808065.00326536,6485.876,16140785270.6106,0.973187259054474,0.000111975420755961,0.501947983351885,0,0,0,0,0,0,0,4852.66,2923.596,7625.77622222222,1738854.95448485,0.952269923905209,0,0,0,0,0,13875.0638530612,13904.2564285714,6848.0576367347,3.14521222776154e-05,0.000152720403246524,0,0,0
17,50,31777.5873469388,13706.748,2100193.49688163,13728.63,5119613.58064908,13245.7894,2940793546.26165,0.996137535754873,5.30120545401172e-05,1.24104093957824,0,0,0,0,0,0,0,13683.62,1006.984,2338.54733333333,419582.100931313,0.995631482575211,0,0,0,0,0,32012.5727510204,27748.3882653061,5690.02849555101,1.63292905292172e-05,0.000259037661143277,0,0,0
18,50,14319.2036734694,19859.732,3569608.29013878,19882.874,18042165.6745843,18901.9286,12326561927.1632,0.997590687819774,4.92679387995413e-05,1.60464760872273,0,0,0,0,0,0,0,19837.02,1328.408,3546.02555555556,3136672.52624444,0.996656069407865,0,0,0,0,0,14527.3854857143,13730.6725755102,4460.22093881633,1.39736810437142e-05,9.63484830855374e-05,0,0,0
19,50,14547.8367346939,24159.768,2474493.02624082,24180.678,15269992.1503396,23141.852,24788695780.6616,0.998279375180236,3.85170997345472e-05,1.76593367770263,0,0,0,0,0,0,0,24143.4,1357.978,3831.37355555556,5301866.18389495,0.997656534679538,0,0,0,0,0,12978.0691591836,10989.2593020408,2867.4710612245,1.05884300794104e-05,7.56491995106361e-05,0,0,0
20,50,13066.0016326531,27409.788,3412454.7982898,27415.508,14156413.1334954,26425.7066,14208633909.8903,0.999534578109952,2.95139756851203e-05,1.83172705827521,0,0,0,0,0,0,0,27406.28,1400.274,3354.46177777778,6406608.78746061,0.999752896493926,0,0,0,0,0,12359.3590367347,10501.5329959184,2994.48421473467,1.08476399077089e-05,6.57167088030119e-05,0,0,0
21,49.98,14507.0289795918,4850.828,3323249.30989796,4946.434,31765074.607687,6468.9038,13909767358.5338,0.958736044221141,0.00016576544892069,0.491515583572168,0,0,0,0,0,0,0,4750.46,6657.71,13947.7997777778,1769024.40293939,0.936440754117944,0,0,0,0,0.02,13883.1738938776,12900.9406571429,5690.41064853062,3.60542231040402e-05,0.000159090050823906,0,0,0
22,50,24385.9183673469,13622.004,7457041.84324898,13672.41,37424060.4873611,13252.3956,3461430002.7799,0.992532471719086,6.77086379799982e-05,1.23135355810446,0,0,0,0,0,0,0,13575.6,2413.704,5396.00822222222,426487.858727273,0.989292982700709,0,0,0,0,0,24584.6456979592,23484.5494897959,8115.40342922448,2.45294545293298e-05,0.000208686179049799,0,0,0
23,50,26401.3730612245,19797.96,2333771.72,19835.036,21984630.5632701,18874.9708,24083142565.5721,0.9964617966657,3.45493146558811e-05,1.59974069102126,0,0,0,0,0,0,0,19769.88,1504.28,3892.76711111111,3129036.60432727,0.995138482899603,0,0,0,0,0,24561.1575510204,21788.412555102,5100.92251363266,1.03995244766896e-05,0.000177653675869036,0,0,0
24,50,16600.7106122449,24105.372,8275609.25765306,24151.732,38674019.7416147,23152.9962,25220687033.5445,0.996483598304595,3.49406100756345e-05,1.76027148942682,0,0,0,0,0,0,0,24070.06,2266.13,6059.89644444445,5312410.46491919,0.994894090943342,0,0,0,0,0,16281.4710367347,14999.3116081633,3543.15175057142,1.06197509150057e-05,9.14664232036929e-05,0,0,0
25,50,16442.0330612245,27336.188,3424010.46122449,27381.188,31900880.1955064,26435.0596,15919230865.359,0.997200665689518,2.25231245586982e-05,1.82572762030807,0,0,0,0,0,0,0,27306.26,1930.76,5424.50533333333,6444807.91132525,0.995512162948156,0,0,0,0,0,14435.9272,11438.6182204082,1245.19575085714,7.15245833185847e-06,8.00922721843525e-05,0,0,0
26,49.94,14286.367755102,4772.656,9824960.98284082,4908.092,48574319.6960976,6472.1464,12097458291.0473,0.937389242705637,0.000121136797125087,0.477804035236401,0,0,0,0,0,0,0,4617.86,14933.096,27777.8417777778,1775561.07204848,0.909111298039068,0,0,0,0,0.0575510204081633,13972.0457795918,14249.5938122449,4050.92493779592,4.12248675560595e-05,0.000152921496614855,0,0,0
