run,villages-point-mean,population-point-var,population-stability-mean-5-mean,population-stability-var-5-var,population-stability-mean-10-mean,population-stability-var-10-var,population-stability-mean-100-mean,population-stability-var-100-var,population-trend-5-mean,population-trend-10-var,population-trend-100-mean,matrilocal-point-var,matrilocal-stability-mean-5-mean,matrilocal-stability-var-5-var,matrilocal-stability-mean-10-mean,matrilocal-stability-var-10-var,matrilocal-stability-mean-100-mean,matrilocal-stability-var-100-var,population-point-mean,population-stability-var-5-mean,population-stability-var-10-mean,population-stability-var-100-mean,population-trend-10-mean,matrilocal-point-mean,matrilocal-stability-var-5-mean,matrilocal-stability-var-10-mean,matrilocal-stability-var-100-mean,villages-point-var,population-stability-mean-5-var,population-stability-mean-10-var,population-stability-mean-100-var,population-trend-5-var,population-trend-100-var,matrilocal-stability-mean-5-var,matrilocal-stability-mean-10-var,matrilocal-stability-mean-100-var,growth_rate,warfare_pressure,carrying_capacity,yearly_warfare_mortality,sizeX,allow_matrilocal,matrilocal_pressure,change_residence_pause,sizeY,newborn_male_bias,preferred_marriage_weight
1,0,0,0.016,0.2048,0.164,62.310799899219,754.467,1546562662.33043,0,0,0,0,0,0,0,0,0,0,0,0.064,1.37244444444444,525292.913488889,0,0,0,0,0,0,0.0128,1.00194285714286,4446.8234255102,0,0,0,0,0,0.4,100,500,0.005,5,0,0,0,10,116,0.5
2,47.4,14826.1326530612,6007.26,117603.144281633,6025.84,1018749.08616256,6326.4364,362413306.738722,0.994244765031484,8.36748974684364e-05,0.899974920919319,0,0,0,0,0,0,0,5989.3,370.402,940.956,38268.6654505051,0.988493873605907,0,0,0,0,1.91836734693878,13664.4885714286,12907.4469387755,4889.84648881633,2.70303757935382e-05,0.000393915472919853,0,0,0,0.5,100,500,0.005,5,0,0,0,10,116,0.5
3,50,6234.29755102041,9750.356,148660.911771429,9749.588,847525.214532628,9732.374,9485173.01206078,0.99981908718874,5.47645609928999e-05,0.994577017292178,0,0,0,0,0,0,0,9749.78,372.408,800.911111111111,5723.50445252525,1.00028456948032,0,0,0,0,0,7064.45598367348,6988.05536326532,1399.54726122448,2.16333520749635e-05,0.000158640425330177,0,0,0,0.6,100,500,0.005,5,0,0,0,10,116,0.5
4,50,5370.9387755102,11978.084,300195.965208163,11981.708,3304383.04361723,11985.5202,8405078.86116384,1.00042435425978,5.9114142834104e-05,0.998558647244049,0,0,0,0,0,0,0,11980.6,520.536,1355.49911111111,5772.03516969697,0.999308479794698,0,0,0,0,0,5660.53075918368,6086.34442448979,920.153850979594,2.02947593549065e-05,9.39316099463453e-05,0,0,0,0.7,100,500,0.005,5,0,0,0,10,116,0.5
5,50,6378.45918367347,13615.612,177288.020036735,13612.098,4704516.83030632,13628.347,5597262.89373018,1.00101806847467,4.52282949289581e-05,0.999591189484177,0,0,0,0,0,0,0,13623.3,337.742,1318.49133333333,4946.78690707071,1.00076634064035,0,0,0,0,0,5604.9427102041,4424.78183265307,845.447707142855,9.04444639436034e-06,9.00570446327807e-05,0,0,0,0.8,100,500,0.005,5,0,0,0,10,116,0.5
6,0,0,0,0,0,0,424.9728,2497246010.68114,0,0,0,0,0,0,0,0,0,0,0,0,0,457492.904488889,0,0,0,0,0,0,0,0,1304.12307771429,0,0,0,0,0,0.4,200,500,0.005,5,0,0,0,10,116,0.5
7,28,19530.1587755102,3410.192,1352512.53224898,3499.082,8862661.1955165,5060.3594,6634832794.99669,0.957881235668566,0.000110514430768654,0.503164999937251,0,0,0,0,0,0,0,3336.38,3453.914,11891.7611111111,961640.635379798,0.911651481753989,0,0,0,0,1.75510204081633,18811.6897306122,17749.2757918367,7867.49225065307,5.11363608559511e-05,0.000343692892874551,0,0,0,0.5,200,500,0.005,5,0,0,0,10,116,0.5
8,48.46,37560.3791836735,8964.516,559812.902959184,8993.896,4064590.19366208,9359.0632,1285412044.47203,0.994083579710887,6.87699649217232e-05,0.912814475562361,0,0,0,0,0,0,0,8937.22,722.87,2067.57244444444,56237.8442626263,0.98810910837723,0,0,0,0,1.31469387755102,35672.0507591837,34249.4836571429,4213.69733240816,1.87388220355e-05,0.000539728485977144,0,0,0,0.6,200,500,0.005,5,0,0,0,10,116,0.5
9,50,4409.29959183674,11874.32,234498.613261225,11872.784,679989.850455833,11878.4822,4365377.21428648,1.00019927136624,3.87348394862258e-05,0.99205714974405,0,0,0,0,0,0,0,11877.08,405.102,818.444888888889,4273.11912121212,1.00095511407017,0,0,0,0,0,3890.08163265307,3961.38871836733,1395.84178893877,1.58551996233827e-05,8.29220291141447e-05,0,0,0,0.7,200,500,0.005,5,0,0,0,10,116,0.5
10,50,3745.15306122449,13575.032,303654.139057143,13569.162,1227674.4473353,13564.151,5283143.72358962,1.00054482442173,3.73054103402056e-05,0.99683275393646,0,0,0,0,0,0,0,13577.7,404.882,1096.49088888889,4272.00417575758,1.00106421615532,0,0,0,0,0,3491.76058775511,3424.09995510204,749.700474489797,1.23460021635933e-05,7.22220557931e-05,0,0,0,0.8,200,500,0.005,5,0,0,0,10,116,0.5
