run,villages-point-mean,population-point-var,population-stability-mean-5-mean,population-stability-var-5-var,population-stability-mean-10-mean,population-stability-var-10-var,population-stability-mean-100-mean,population-stability-var-100-var,population-trend-5-mean,population-trend-10-var,population-trend-100-mean,matrilocal-point-var,matrilocal-stability-mean-5-mean,matrilocal-stability-var-5-var,matrilocal-stability-mean-10-mean,matrilocal-stability-var-10-var,matrilocal-stability-mean-100-mean,matrilocal-stability-var-100-var,population-point-mean,population-stability-var-5-mean,population-stability-var-10-mean,population-stability-var-100-mean,population-trend-10-mean,matrilocal-point-mean,matrilocal-stability-var-5-mean,matrilocal-stability-var-10-mean,matrilocal-stability-var-100-mean,villages-point-var,population-stability-mean-5-var,population-stability-mean-10-var,population-stability-mean-100-var,population-trend-5-var,population-trend-100-var,matrilocal-stability-mean-5-var,matrilocal-stability-mean-10-var,matrilocal-stability-mean-100-var
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0.069,263.745488343026,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29671717171717,0,0,0,0,0,0,0,0,0.23805,0,0,0,0,0
3,50,5319.74244897959,9750.544,77307.9157102041,9747.15,255361.420565432,9727.9314,9888284.36799059,1.00014920629787,3.69084867591105e-05,1.00339425696558,0,0,0,0,0,0,0,9750.18,281.698,569.906,5228.14449090909,1.00064882908765,0,0,0,0,0,4929.57720816327,4549.78377551021,1511.86045718366,1.60551668594815e-05,0.000174057868412414,0,0,0
4,50,4865.32285714286,11974.58,99411.3681469388,11976.396,680630.339210078,11984.7956,3372188.1389574,0.99982825811549,3.24355004806928e-05,0.997667277237658,0,0,0,0,0,0,0,11972.94,291.196,779.416444444444,4447.73788282828,0.999344303185,0,0,0,0,0,5531.08448979592,5696.89835102041,922.38379248979,1.10954156340576e-05,6.99131653324901e-05,0,0,0
5,50,5170.98979591837,13618.04,404743.656167347,13613.26,1407103.6919615,13632.3264,4252633.5407784,1.00075887324028,3.73907991834943e-05,1.00014331684313,0,0,0,0,0,0,0,13622.3,427.866,1138.31511111111,4502.89343030303,1.00096110728288,0,0,0,0,0,4586.7363265306,3423.2293877551,799.02996636734,1.14474022604452e-05,5.90916573809546e-05,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,50,5879.88408163265,11841.872,168359.353571429,11844.838,1410077.12108587,11858.5026,6932589.07210366,1.00012836030222,4.25527019357931e-05,0.997417197862778,0,0,0,0,0,0,0,11843.44,368.41,915.888666666667,4814.7352989899,0.999055307717776,0,0,0,0,0,5553.22409795917,5297.29383265306,1373.43474208164,1.46068055546547e-05,9.72345833475617e-05,0,0,0
10,50,4460.66285714286,13572.632,173041.289240816,13575.156,889093.412687125,13566.4108,3397063.95032893,0.999451112081081,3.49437499693146e-05,0.999847677801837,0,0,0,0,0,0,0,13569.52,386.688,1015.48177777778,4081.09018989899,0.999648686653719,0,0,0,0,0,4064.53283265306,3690.24292244898,793.060770775518,1.1462205077166e-05,4.98201693922839e-05,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,50,3050.73510204082,13399.98,293468.040669388,13399.468,2950719.28757994,13396.4458,2092835.14483778,1.00036207604141,3.95995592501532e-05,1.00012082140123,0,0,0,0,0,0,0,13400.86,366.012,1069.27244444444,3207.18201818182,1.00013982672464,0,0,0,0,0,2721.25918367346,2325.0242612245,596.486596285714,1.05129831363838e-05,3.95216072051046e-05,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,50,15730.2975510204,13622.596,1028052.33200408,13622.342,5421158.36285457,13618.0332,89577415.4509319,1.00005080798985,7.05505269799441e-05,1.00046144160349,0,0,0,0,0,0,0,13623.22,710.806,1802.13355555556,12981.5239676768,1.0000976431015,0,0,0,0,0,13838.6816163265,11606.2947306122,6608.74384669387,2.27942204158888e-05,0.000240243352247576,0,0,0
18,50,17452.6759183673,19828.404,3067426.00540408,19839.39,8634179.43726929,19851.7568,48823081.6264931,0.999605711166715,4.25187914389263e-05,0.999456687965076,0,0,0,0,0,0,0,19827.24,943.148,2610.91577777778,13546.1059232323,0.998314709589721,0,0,0,0,0,18227.3983510204,18401.3935714286,5556.72080587757,1.37560473796457e-05,9.14963894095368e-05,0,0,0
19,50,20891.3179591837,24167.74,2416780.66866939,24176.776,15253889.7494998,24183.8778,43434435.9691589,0.99895707508202,3.86556415826618e-05,0.999599425741025,0,0,0,0,0,0,0,24154.22,1253.448,3510.31688888889,12922.6059131313,0.998622686997454,0,0,0,0,0,19972.0918367347,15889.1720653062,3289.65940118362,1.13121951765548e-05,7.08642758459742e-05,0,0,0
20,50,12331.3995918367,27414.196,2684540.52893469,27414.31,15358028.133493,27430.3716,19820394.300694,1.000349760216,3.10529951868422e-05,0.999538528979095,0,0,0,0,0,0,0,27419.22,1135.938,3499.098,11089.7996040404,0.999970257379615,0,0,0,0,0,10105.4685551021,9968.12010204078,2525.30602595918,8.534392617786e-06,3.64213388485423e-05,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,16.5,754847.094285714,3787.268,279609.056657143,3817.062,2098574.45561728,4336.586,3726161507.46277,0.986228612801069,0.000449110535057708,0.75421187609778,0,0,0,0,0,0,0,3763.74,452.274,1615.00777777778,121995.456989899,0.969303830800709,0,0,0,0,11.6020408163265,752970.196914286,751686.79097551,665595.323861225,0.00012304593600386,0.00926516183227933,0,0,0
23,50,19117.913877551,19759.504,459888.007346939,19767.282,5639159.2497611,19771.9648,37994083.6416303,0.999451481459926,4.21469575059261e-05,0.999640976321855,0,0,0,0,0,0,0,19755.62,702.78,2398.30466666667,12857.3137414141,0.998854081352511,0,0,0,0,0,16910.516310204,14818.4329346939,5001.04016016327,9.68135345029542e-06,8.13347061264742e-05,0,0,0
24,50,19795.6836734694,24125.456,1586289.60743265,24128.658,7204067.96222127,24149.7804,48200884.5539631,1.00001164802269,2.49724693608154e-05,0.999515045420841,0,0,0,0,0,0,0,24126.9,1103.046,2277.34155555556,13516.3808282828,0.999534917921824,0,0,0,0,0,23449.3176163265,23921.6547306122,3127.23260800001,1.06932560238652e-05,5.70393135640491e-05,0,0,0
25,50,17446.1632653061,27406.884,1237221.49375102,27408.308,13640520.1164122,27406.1208,33818220.6345433,1.00018545271532,2.59664138875188e-05,1.00068267157394,0,0,0,0,0,0,0,27409.4,1083.182,3045.41777777778,11537.9942868687,0.99996589522576,0,0,0,0,0,17352.0376979592,15445.1970775509,1056.46598302042,8.12928173483305e-06,3.58183101124569e-05,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,50,12785.9595918367,19595.54,931272.975510204,19595.75,3244747.25012593,19594.2256,41089368.9760498,0.999591068787836,3.37887152180396e-05,0.999993911634655,0,0,0,0,0,0,0,19591.86,786.8,2053.55533333333,11863.5417090909,1.00007466768139,0,0,0,0,0,13502.1636734694,14344.4568367347,2477.47919657144,1.12726262342261e-05,7.69043427021755e-05,0,0,0
29,50,11914.4506122449,24078.052,2088806.86214286,24081.578,6966665.32406193,24095.4174,32297952.2051916,0.999527549144897,3.08059951029541e-05,0.998706626450347,0,0,0,0,0,0,0,24071.72,1143.15,2842.07311111111,11641.2965919192,0.999445119240782,0,0,0,0,0,13023.5849959184,11352.7368530613,2410.13750126531,1.07655459262958e-05,3.60470658892012e-05,0,0,0
