run,villages-point-mean,population-point-var,population-stability-mean-5-mean,population-stability-var-5-var,population-stability-mean-10-mean,population-stability-var-10-var,population-stability-mean-100-mean,population-stability-var-100-var,population-trend-5-mean,population-trend-10-var,population-trend-100-mean,matrilocal-point-var,matrilocal-stability-mean-5-mean,matrilocal-stability-var-5-var,matrilocal-stability-mean-10-mean,matrilocal-stability-var-10-var,matrilocal-stability-mean-100-mean,matrilocal-stability-var-100-var,population-point-mean,population-stability-var-5-mean,population-stability-var-10-mean,population-stability-var-100-mean,population-trend-10-mean,matrilocal-point-mean,matrilocal-stability-var-5-mean,matrilocal-stability-var-10-mean,matrilocal-stability-var-100-mean,villages-point-var,population-stability-mean-5-var,population-stability-mean-10-var,population-stability-mean-100-var,population-trend-5-var,population-trend-100-var,matrilocal-stability-mean-5-var,matrilocal-stability-mean-10-var,matrilocal-stability-mean-100-var
1311,0,0,0,0,0,0,930.2648,23521755331.3893,0,0,0,0,0,0,0,0,0.179778,3.10269910736176e-05,0,0,0,2235050.91440808,0,0,0,0,0.0808149937373737,0,0,0,1747.56307853061,0,0,0,0,0.000109149914285714
1312,9.92,114847.673469388,1707.916,125621064.317669,2090.216,1043706866.48702,7986.6378,508095937529.356,0.666383462049315,0.00587855008286353,0.100827460545434,0.0144897959183673,0.82164,0.000120737313632653,0.70626,0.000413855892779541,0.283202,0.000123536570980109,1374,68439.922,216853.436888889,12868183.2971131,0.491132935326821,0.896,0.0086492,0.0276161555555556,0.0355143690909091,0.646530612244898,104342.2728,91605.5430040816,23968.7923154694,0.00513845057155382,0.000614005807309852,0.016555867755102,0.0135061963265306,0.000323205914285714
1313,31.8,60705.0628571429,11865.412,22541002.7209347,12080.594,240318099.091225,16011.1108,168245021022.69,0.971669738264687,4.91395560353847e-05,0.591484728074688,0.00241224489795918,0.15676,1.40530383673469e-06,0.16524,5.97573192239859e-07,0.140328,3.74814809331659e-07,11693.72,18445.778,69036.4962222222,5961969.15364848,0.93765694265123,0.154,0.0013768,0.00141022222222222,0.00308689737373737,1.59183673469388,57563.4080163265,52135.0924122449,20110.4089911837,1.4419954649455e-05,0.000166126245824429,0.00113516571428571,0.000760961632653061,6.62694040816326e-05
1314,47.76,307256.62244898,20925.476,21749080.8834122,21049.504,213973687.323916,22635.4344,112733726015.839,0.990569373047685,3.91329863646001e-05,0.864403842655649,0.000898816326530612,0.13412,1.41488204081633e-07,0.13336,2.14649884605694e-07,0.089506,1.49413002818496e-07,20825.7,6998.216,25232.0968888889,823806.657236364,0.978779346982176,0.1346,0.0004766,0.0006856,0.00187602242424242,2.10448979591837,301158.788391837,281122.345697959,36194.8275843265,1.04415531567669e-05,0.000522062944831454,0.000453617959183674,0.000320888163265306,2.9136493877551e-05
1315,50,12723.1955102041,26856.048,682163.341861225,26859.986,2746432.90319683,26931.2116,42478226.5748811,1.00015680361652,1.55445962359082e-05,0.983645974904092,0.00136097959183674,0.05872,1.68182204081633e-07,0.05812,1.32027380196523e-07,0.05644,3.46603504136229e-07,26860.22,697.724,1675.61044444444,15936.6660282828,0.99983120014052,0.0568,0.0004312,0.000557955555555556,0.00117263676767677,0,11930.1984653061,10605.7065346938,2288.39250759185,5.01375761599881e-06,3.67680692840718e-05,0.000896940408163265,0.00076806693877551,0.000208669387755102
1316,0,0,0,0,0,0,812.7486,19322384478.2594,0,0,0,0,0,0,0,0,0.17153,4.2967355532376e-05,0,0,0,2009486.38994141,0,0,0,0,0.0813878470707071,0,0,0,1684.49811840816,0,0,0,0,0.000165051530612245
1317,0,0,0,0,0,0,5294.3976,170046711585.988,0,0,0,0,0,0,0,0,0.293638,3.1906197749078e-05,0,0,0,21694972.1600727,0,0,0,0,0.0817590503030303,0,0,0,20887.0247369796,0,0,0,0,0.000353311383673469
1318,13.42,227698.387346939,3828.176,419151684.438878,4309.494,3367476333.13175,12072.612,2109670062645.15,0.82182869695574,0.00156989892001305,0.175791596451259,0.0143836734693878,0.54288,0.000110333195918367,0.50872,5.03022345296044e-05,0.255198,2.30618146971054e-05,3462.02,86087.49,343256.147777778,22569088.8160242,0.663676948525588,0.602,0.006084,0.00633946666666667,0.0161933577777778,3.92204081632653,210029.086759184,212598.686697959,54018.8285632653,0.00111062868455967,0.000585612684345364,0.00822908734693878,0.0038469812244898,0.000150751628571429
1319,29.72,295869.086122449,12129.2,214543534.308673,12499.126,2381263237.43042,18179.1374,1171559956424.98,0.950136427085211,0.000195256134541789,0.491668351626021,0.00146616326530612,0.27488,7.57648e-07,0.25526,2.23312053464349e-06,0.174782,7.68877265217877e-07,11818.66,60650.35,204452.21,12971304.5856141,0.898365819700114,0.2846,0.0010436,0.0020046,0.00387830565656566,0.65469387755102,275619.885714286,241359.723595919,53918.4677175918,5.43779484440628e-05,0.000508318728468772,0.0011637812244898,0.00125795142857143,3.59896693877551e-05
1320,39.86,271803.724489796,19461.512,109172095.350567,19688.762,1146206519.41987,23427.8888,475964167547.171,0.981003379619548,9.09332790309865e-05,0.707980929558647,0.0016450612244898,0.18,5.32296693877551e-07,0.17452,3.44906727135299e-07,0.137984,2.16556613772606e-07,19272.1,23141.138,80503.9891111111,5833833.01635152,0.958748316466833,0.1828,0.0008082,0.00107888888888889,0.0024081204040404,0.163673469387755,249825.603526531,223207.215465306,75342.5484148572,2.26315749562445e-05,0.000391381137509607,0.00107248979591837,0.000798540408163265,3.02209632653061e-05
