run,villages-point-mean,population-point-var,population-stability-mean-5-mean,population-stability-var-5-var,population-stability-mean-10-mean,population-stability-var-10-var,population-stability-mean-100-mean,population-stability-var-100-var,population-trend-5-mean,population-trend-10-var,population-trend-100-mean,matrilocal-point-var,matrilocal-stability-mean-5-mean,matrilocal-stability-var-5-var,matrilocal-stability-mean-10-mean,matrilocal-stability-var-10-var,matrilocal-stability-mean-100-mean,matrilocal-stability-var-100-var,population-point-mean,population-stability-var-5-mean,population-stability-var-10-mean,population-stability-var-100-mean,population-trend-10-mean,matrilocal-point-mean,matrilocal-stability-var-5-mean,matrilocal-stability-var-10-mean,matrilocal-stability-var-100-mean,villages-point-var,population-stability-mean-5-var,population-stability-mean-10-var,population-stability-mean-100-var,population-trend-5-var,population-trend-100-var,matrilocal-stability-mean-5-var,matrilocal-stability-mean-10-var,matrilocal-stability-mean-100-var
1611,46.56,16255.3571428571,4470.292,62073690.619249,4777.876,394255962.975602,6475.905,12470060623.7009,0.88402840776616,0.000197233824753675,0.43248764027104,0,1,0,1,0,1,0,4180.1,44958.956,126212.539111111,1795177.36590909,0.816277890709164,1,0,0,0,2.04734693877551,15505.7734040816,15803.5422693878,5591.06788265307,0.000113304559061383,0.000171825653390664,0,0,0
1612,50,16135.3567346939,12599.968,634595467.058045,13170.728,1833600722.91855,13199.0766,3251177941.82281,0.898841627634909,3.66377000603952e-05,1.08585937253581,0,1,0,1,0,1,0,11971.48,283294.346,488985.755555556,441846.639913131,0.871018860203054,1,0,0,0,0,18297.145077551,18418.0143020408,10845.9416514694,1.50824172039881e-05,0.000140840829154498,0,0,0
1613,50,16461.1302040816,18656.352,872318231.912588,19269.474,2827164273.34702,18823.4602,17410703098.2129,0.913837583334762,2.4741782920901e-05,1.43915836106603,0,1,0,1,0,1,0,17790.82,447190.892,618019.306444445,3114957.66587677,0.894930213828221,1,0,0,0,0,18098.2800979592,18636.6505346939,5582.83673261223,6.35132642438414e-06,0.000110506761877297,0,0,0
1614,50,13727.2755102041,23060.312,808434885.173588,23647.646,2962282098.22756,23089.4208,19805888123.17,0.934952457966071,2.30429604777892e-05,1.62755123787053,0,1,0,1,0,1,0,22254.9,374284.878,551595.291333333,5293052.7371798,0.918216123343237,1,0,0,0,0,17156.9635265306,16034.4147795918,3028.11665240815,5.1763900835467e-06,7.76800492161105e-05,0,0,0
1615,50,6052.30367346939,26324.652,797773473.649882,26877.702,2971366933.47875,26378.42,17379230763.228,0.948690969872479,1.37133203741036e-05,1.71242985451196,0,1,0,1,0,1,0,25614.68,298271.254,474312.897555556,6411549.76144647,0.93368858005522,1,0,0,0,0,7341.40377142859,8051.37285306124,2269.44874285713,4.91715086288704e-06,3.49984673911978e-05,0,0,0
1616,46.26,14634.3955102041,4441.176,76881206.0751878,4745.388,420764837.48554,6473.4396,16381266232.2362,0.883149302402148,0.000180414747292548,0.428819527726246,0,1,0,1,0,1,0,4146.82,44990.346,124001.359111111,1842645.53064646,0.815197651901129,1,0,0,0,2.56367346938776,15900.5104326531,17505.6716897959,7146.67654269387,0.000112350324475005,0.000157946288029831,0,0,0
1617,50,25065.0240816327,12416.604,733095989.951739,13083.874,4220930475.93364,13187.6324,5035395187.34718,0.900021652382892,6.63744077976452e-05,1.07089098299132,0,1,0,1,0,1,0,11808.58,258950.264,611685.622888889,461776.57509495,0.85879989554952,1,0,0,0,0,27280.1836571428,27555.201555102,8193.61910840817,2.38077189256093e-05,0.000200551776952754,0,0,0
1618,50,16219.6963265306,18206.42,1187257371.44782,19042.944,6333696247.82266,18797.2876,19603607192.4209,0.899489005694206,3.08885418883137e-05,1.39997854680962,0,1,0,1,0,1,0,17306.24,579068.656,1036900.38844444,3139610.9414101,0.870106779547828,1,0,0,0,0,19615.1824489796,19170.1135346939,4993.91315330609,6.63245744994422e-06,9.99935297040495e-05,0,0,0
1619,50,10595.9383673469,22398.98,2210560310.12572,23289.588,8713816411.52369,23061.169,24343232889.3902,0.905225201749549,2.14758537135399e-05,1.55834509077664,0,1,0,1,0,1,0,21316.02,800531.58,1239190.29822222,5261562.42669697,0.88146577450037,1,0,0,0,0,13346.3302040817,14199.5243428571,1898.98041734695,6.04165378795657e-06,6.46017188362792e-05,0,0,0
1620,50,10125.032244898,25640.456,2604158526.89582,26537.112,7382959133.09263,26345.921,18816817335.4947,0.912536236446544,1.54446916357549e-05,1.63499659099634,0,1,0,1,0,1,0,24456.78,888706.964,1290378.34222222,6465205.94016768,0.891531349057783,1,0,0,0,0,13009.3682285715,13448.7096489796,2266.65754387756,5.34213323764303e-06,5.23170023924565e-05,0,0,0
